test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Csf2	Csf2	Csf2	chr11:54247269-54249899	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csf2ra	Csf2ra	Csf2ra	chr19:61224401-61228418	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.54798	0.777061	-0.994286	0	1	1	no
Csf2rb	Csf2rb	Csf2rb	chr15:78325989-78351001	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.531469	1.20639	1.18264	0	1	1	no
Csf2rb2	Csf2rb2	Csf2rb2	chr15:78282507-78305721	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0486098	0.0626813	0.366788	0	1	1	no
Csf3	Csf3	Csf3	chr11:98701312-98703629	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csf3r	Csf3r	Csf3r	chr4:126024658-126044975	ST_ASO_SPF	ST_WT_SPF	OK	2.03848	4.35797	1.09616	1.59622	0.0002	0.0121524	yes
Csgalnact1	Csgalnact1	Csgalnact1	chr8:68356780-68735146	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.2318	2.61593	0.229114	0	1	1	no
Csgalnact2	Csgalnact2	Csgalnact2	chr6:118107451-118139140	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.03891	2.11337	0.0517462	0	1	1	no
Csk	Csk	Csk	chr9:57626645-57653631	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.07485	2.3828	0.199653	0	1	1	no
Csl	Csl	Csl	chr10:99757704-99759658	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csmd1	Csmd1	Csmd1	chr8:15892544-17535385	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.499715	0.624873	0.322458	0	1	1	no
Csmd2	Csmd2	Csmd2	chr4:127988043-128567656	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.691943	0.802255	0.213408	0	1	1	no
Csmd2os	Csmd2os	Csmd2os	chr4:127988043-128567656	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.566868	0.0720435	-2.97607	0	1	1	no
Csmd3	Csmd3	Csmd3	chr15:47580637-48791989	ST_ASO_SPF	ST_WT_SPF	OK	4.51333	4.27355	-0.0787579	-0.166709	0.67275	0.918379	no
Csn1s1	Csn1s1	Csn1s1	chr5:87666207-87682577	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csn1s2a	Csn1s2a	Csn1s2a	chr5:87774449-87788798	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csn1s2b	Csn1s2b	Csn1s2b	chr5:87808120-87824421	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csn2	Csn2	Csn2	chr5:87692618-87699425	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csn3	Csn3	Csn3	chr5:87908587-87979351	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csnk1a1	Csnk1a1	Csnk1a1	chr18:61555581-61588299	ST_ASO_SPF	ST_WT_SPF	OK	41.7519	40.2172	-0.0540292	-0.118123	0.7668	0.948347	no
Csnk1d	Csnk1d	Csnk1d	chr11:120961740-120991333	ST_ASO_SPF	ST_WT_SPF	OK	5.03573	7.10127	0.495875	0.922954	0.0225	0.215879	no
Csnk1e	Csnk1e	Csnk1e	chr15:79417851-79442057	ST_ASO_SPF	ST_WT_SPF	OK	10.7684	13.313	0.306028	0.602149	0.1437	0.538106	no
Csnk1g1	Csnk1g1	Csnk1g1	chr9:65909009-66045014	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.14859	2.07501	-0.0502722	0	1	1	no
Csnk1g2	Csnk1g2	Csnk1g2	chr10:80622779-80640771	ST_ASO_SPF	ST_WT_SPF	OK	14.2858	17.9968	0.333162	0.675492	0.092	0.441858	no
Csnk1g3	Csnk1g3	Csnk1g3	chr18:53862112-53955684	ST_ASO_SPF	ST_WT_SPF	OK	6.61118	5.86731	-0.172209	-0.336223	0.40375	0.788894	no
Csnk2a1	Csnk2a1	Csnk2a1	chr2:152226839-152281851	ST_ASO_SPF	ST_WT_SPF	OK	31.1679	29.4839	-0.080135	-0.177873	0.6611	0.913728	no
Csnk2a2	Csnk2a2	Csnk2a2	chr8:95446095-95488820	ST_ASO_SPF	ST_WT_SPF	OK	2.53315	3.50974	0.470432	0.747668	0.07045	0.389009	no
Csnk2b	Csnk2b	Csnk2b	chr17:35116194-35124815	ST_ASO_SPF	ST_WT_SPF	OK	27.4342	24.7836	-0.146587	-0.205083	0.60375	0.891836	no
Csnka2ip	Csnka2ip	Csnka2ip	chr16:64477810-64479134	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cspg4	Cspg4	Cspg4	chr9:56865103-56899870	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.330968	0.381214	0.20391	0	1	1	no
Cspg5	Cspg5	Cspg5	chr9:110243782-110262576	ST_ASO_SPF	ST_WT_SPF	OK	35.1852	46.2379	0.394108	0.871455	0.0335	0.267925	no
Cspp1	Cspp1	Cspp1	chr1:10038217-10136768	ST_ASO_SPF	ST_WT_SPF	OK	3.54056	3.50372	-0.0150898	-0.0262169	0.94945	0.989557	no
Csprs	Csprs	Csprs	chr1_GL456221_random:111571-163011	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csrnp1	Csrnp1	Csrnp1	chr9:119971165-119984658	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.85334	1.44381	0.758691	0	1	1	no
Csrnp2	Csrnp2	Csrnp2	chr15:100479569-100495239	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.71197	2.50331	0.548182	0	1	1	no
Csrnp3	Csrnp3	Csrnp3	chr2:65845766-66031546	ST_ASO_SPF	ST_WT_SPF	OK	7.15831	7.84972	0.133022	0.288718	0.4741	0.831313	no
Csrp1	Csrp1	Csrp1	chr1:135729196-135752229	ST_ASO_SPF	ST_WT_SPF	OK	55.8009	59.8104	0.10011	0.214274	0.5976	0.889208	no
Csrp2	Csrp2	Csrp2	chr10:110920175-110939514	ST_ASO_SPF	ST_WT_SPF	OK	7.33341	10.4215	0.507005	0.672318	0.0998	0.458802	no
Csrp2bp	Csrp2bp	Csrp2bp	chr2:144368982-144407675	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.12605	1.44175	0.356544	0	1	1	no
Csrp3	Csrp3	Csrp3	chr7:48830397-48848051	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cst10	Cst10	Cst10	chr2:149405248-149410278	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cst11	Cst11	Cst11	chr2:148768617-148771497	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.269442	0.113147	-1.25178	0	1	1	no
Cst12	Cst12	Cst12	chr2:148789360-148793437	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.316255	0.0922791	-1.77701	0	1	1	no
Cst13	Cst13	Cst13	chr2:148820098-148830410	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cst3	Cst3	Cst3	chr2:148871731-148875468	ST_ASO_SPF	ST_WT_SPF	OK	2814.65	2088.14	-0.430739	-0.694618	0.08605	0.429497	no
Cst6	Cst6	Cst6	chr19:5344704-5349574	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.89085	1.64551	-0.200495	0	1	1	no
Cst7	Cst7	Cst7	chr2:150570414-150578944	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.150393	0.0868894	-0.791488	0	1	1	no
Cst8	Cst8	Cst8	chr2:148798838-148805584	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cst9	Cst9	Cst9	chr2:148835146-148838737	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Csta1	Csta1	Csta1	chr16:36119945-36131189	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.195786	0.211826	0.113603	0	1	1	no
Cstad	Cstad	Cstad	chr2:30595043-30608945	ST_ASO_SPF	ST_WT_SPF	OK	3.27721	2.86593	-0.193465	-0.163777	0.6756	0.919497	no
Cstb	Cstb	Cstb	chr10:78425669-78427622	ST_ASO_SPF	ST_WT_SPF	OK	106.295	85.4844	-0.314341	-0.629512	0.1173	0.493813	no
Cstf1	Cstf1	Cstf1	chr2:172371002-172381086	ST_ASO_SPF	ST_WT_SPF	OK	2.45499	3.27649	0.416435	0.503418	0.2001	0.618626	no
Cstf2	Cstf2	Cstf2	chrX:134059175-134111854	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.81668	2.10228	0.210654	0	1	1	no
Cstf2t	Cstf2t	Cstf2t	chr19:30564486-31765033	ST_ASO_SPF	ST_WT_SPF	OK	8.47803	7.97986	-0.0873653	-0.155573	0.6987	0.926243	no
Cstf3	Cstf3	Cstf3	chr2:104590483-104665425	ST_ASO_SPF	ST_WT_SPF	OK	14.7257	13.3823	-0.138012	-0.176782	0.6671	0.915728	no
Cstl1	Cstl1	Cstl1	chr2:148750360-148755378	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctag2	Ctag2	Ctag2	chrX:65047643-65049017	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctage5	Ctage5	Ctage5	chr12:59129745-59190220	ST_ASO_SPF	ST_WT_SPF	OK	8.83173	9.07775	0.0396394	0.0751195	0.8509	0.968255	no
Ctbp1	Ctbp1	Ctbp1	chr5:33247722-33275004	ST_ASO_SPF	ST_WT_SPF	OK	24.9749	27.8323	0.156278	0.337077	0.41355	0.794653	no
Ctbp2	Ctbp2	Ctbp2	chr7:132987010-133123483	ST_ASO_SPF	ST_WT_SPF	OK	4.00482	4.57684	0.192613	0.316954	0.428	0.803309	no
Ctbs	Ctbs	Ctbs	chr3:146450466-146499753	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.664102	0.472556	-0.490919	0	1	1	no
Ctc1	Ctc1	Ctc1	chr11:69015910-69036473	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.05415	1.43811	0.448098	0	1	1	no
Ctcf	Ctcf	Ctcf	chr8:105636537-105682922	ST_ASO_SPF	ST_WT_SPF	OK	14.8703	14.725	-0.0141645	-0.0303077	0.93845	0.986996	no
Ctcfl	Ctcfl	Ctcfl	chr2:173093608-173119525	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.92578	3.15495	0.108799	0	1	1	no
Ctcflos	Ctcflos	Ctcflos	chr2:173124748-173133204	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.257021	0.721712	1.48954	0	1	1	no
Ctdnep1	Ctdnep1	Ctdnep1	chr11:69968225-69990600	ST_ASO_SPF	ST_WT_SPF	OK	24.6304	24.3581	-0.0160432	-0.023133	0.95445	0.990373	no
Ctdp1	Ctdp1	Ctdp1	chr18:80407958-80469667	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.713444	0.678885	-0.0716324	0	1	1	no
Ctdsp1	Ctdsp1	Ctdsp1	chr1:74391608-74397285	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.64864	3.12434	0.238304	0	1	1	no
Ctdsp2	Ctdsp2	Ctdsp2	chr10:126978716-126999975	ST_ASO_SPF	ST_WT_SPF	OK	2.85514	3.34761	0.229569	0.379926	0.33375	0.743403	no
Ctdspl	Ctdspl	Ctdspl	chr9:118926535-119044119	ST_ASO_SPF	ST_WT_SPF	OK	5.41112	5.63968	0.0596853	0.114369	0.77675	0.950715	no
Ctdspl2	Ctdspl2	Ctdspl2	chr2:121953770-122015326	ST_ASO_SPF	ST_WT_SPF	OK	5.51765	4.00941	-0.460664	-0.930637	0.02215	0.214078	no
Ctf1	Ctf1	Ctf1	chr7:127712735-127718187	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0916576	0.106704	0.219292	0	1	1	no
Ctf2	Ctf2	Ctf2	chr7:127718959-127725616	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctgf	Ctgf	Ctgf	chr10:24595441-24598682	ST_ASO_SPF	ST_WT_SPF	OK	11.9017	11.5545	-0.0427188	-0.0756009	0.84495	0.967385	no
Cth	Cth	Cth	chr3:157894247-157925063	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.01155	0.957084	-0.0798506	0	1	1	no
Cthrc1	Cthrc1	Cthrc1	chr15:39076931-39087119	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.3115	1.10742	-0.244017	0	1	1	no
Ctif	Ctif	Ctif	chr18:75431220-75697696	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.98747	2.66606	0.423781	0	1	1	no
Ctla2a	Ctla2a	Ctla2a	chr13:60934154-60936625	ST_ASO_SPF	ST_WT_SPF	OK	7.31422	6.59931	-0.148388	-0.214104	0.58435	0.882574	no
Ctla2b	Ctla2b	Ctla2b	chr13:60895350-60897447	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.963408	0.40035	-1.26688	0	1	1	no
Ctla4	Ctla4	Ctla4	chr1:60909024-60915832	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctnna1	Ctnna1	Ctnna1	chr18:35118911-35254775	ST_ASO_SPF	ST_WT_SPF	OK	5.50405	4.86063	-0.179349	-0.213033	0.59885	0.889937	no
Ctnna2	Ctnna2	Ctnna2	chr6:76881636-77979667	ST_ASO_SPF	ST_WT_SPF	OK	12.2119	12.2558	0.00518303	0.00911264	0.9815	0.996366	no
Ctnna3	Ctnna3	Ctnna3	chr10:63430097-65003667	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.266216	0.285747	0.102141	0	1	1	no
Ctnnal1	Ctnnal1	Ctnnal1	chr4:56810934-56865211	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.23401	1.35928	0.139489	0	1	1	no
Ctnnb1	Ctnnb1	Ctnnb1	chr9:120933399-120960507	ST_ASO_SPF	ST_WT_SPF	OK	67.9788	65.3474	-0.0569551	-0.123429	0.76155	0.947145	no
Ctnnbip1	Ctnnbip1	Ctnnbip1	chr4:149518240-149566437	ST_ASO_SPF	ST_WT_SPF	OK	22.8455	25.8833	0.180115	0.386629	0.33645	0.745534	no
Ctnnbl1	Ctnnbl1	Ctnnbl1	chr2:157737400-157891903	ST_ASO_SPF	ST_WT_SPF	OK	4.16711	4.78748	0.200219	0.324685	0.4257	0.801893	no
Ctnnd1	Ctnnd1	Ctnnd1	chr2:84600780-84650740	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.48515	2.52713	0.0241702	0	1	1	no
Ctnnd2	Ctnnd2	Ctnnd2	chr15:30172592-31029343	ST_ASO_SPF	ST_WT_SPF	OK	12.7331	12.8305	0.0109896	0.0241258	0.95385	0.990306	no
Ctns	Ctns	Ctns	chr11:73183132-73199019	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.71361	1.61527	-0.0852639	0	1	1	no
Ctps	Ctps	Ctps	chr4:120539867-120570276	ST_ASO_SPF	ST_WT_SPF	OK	3.0405	3.22357	0.0843531	0.121921	0.7673	0.948501	no
Ctps2	Ctps2	Ctps2	chrX:162407199-163352564	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.00322	1.19025	0.246623	0	1	1	no
Ctr9	Ctr9	Ctr9	chr7:111028950-111056377	ST_ASO_SPF	ST_WT_SPF	OK	9.96372	11.3258	0.184859	0.387064	0.3343	0.743768	no
Ctrb1	Ctrb1	Ctrb1	chr8:111686509-111691010	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctrc	Ctrc	Ctrc	chr4:141838239-141846990	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctrcos	Ctrcos	Ctrcos	chr4:141838239-141846990	ST_ASO_SPF	ST_WT_SPF	NOTEST	3.02679	4.41562	0.544826	0	1	1	no
Ctrl	Ctrl	Ctrl	chr8:105931993-105933862	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cts3	Cts3	Cts3	chr13:61564629-61570127	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cts6	Cts6	Cts6	chr13:61195146-61203392	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cts7	Cts7	Cts7	chr13:61352460-61358170	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cts8	Cts8	Cts8	chr13:61246746-61255348	ST_ASO_SPF	ST_WT_SPF	OK	1.46369	3.47678	1.24815	1.47152	0.00055	0.0233442	yes
Cts8-ps	Cts8-ps	Cts8-ps	chr13:61281379-61288850	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctsa	Ctsa	Ctsa	chr2:164830729-164857708	ST_ASO_SPF	ST_WT_SPF	OK	3.04348	5.40102	0.827512	0.94072	0.01945	0.199021	no
Ctsb	Ctsb	Ctsb	chr14:63122461-63179578	ST_ASO_SPF	ST_WT_SPF	OK	20.3409	20.4209	0.00566282	0.0103823	0.9797	0.996344	no
Ctsc	Ctsc	Ctsc	chr7:88278092-88310875	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.75929	0.96575	0.346999	0	1	1	no
Ctsd	Ctsd	Ctsd	chr7:142375915-142387870	ST_ASO_SPF	ST_WT_SPF	OK	72.8534	72.6158	-0.00471201	-0.0103507	0.98075	0.996352	no
Ctse	Ctse	Ctse	chr1:131638313-131675507	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.132996	0.0757782	-0.811529	0	1	1	no
Ctsf	Ctsf	Ctsf	chr19:4855128-4860912	ST_ASO_SPF	ST_WT_SPF	OK	8.06653	8.36317	0.0521018	0.0909987	0.82385	0.96146	no
Ctsg	Ctsg	Ctsg	chr14:56099880-56102574	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctsh	Ctsh	Ctsh	chr9:90054266-90076095	ST_ASO_SPF	ST_WT_SPF	OK	5.33603	4.67303	-0.191408	-0.270647	0.5109	0.850285	no
Ctsj	Ctsj	Ctsj	chr13:61000277-61005911	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0148322	0.208508	3.8133	0	1	1	no
Ctsk	Ctsk	Ctsk	chr3:95499209-95509387	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.16042	0.885105	-0.390721	0	1	1	no
Ctsl	Ctsl	Ctsl	chr13:64363213-64370306	ST_ASO_SPF	ST_WT_SPF	OK	19.4399	17.369	-0.162499	-0.328562	0.41445	0.795002	no
Ctsll3	Ctsll3	Ctsll3	chr13:60798249-60802844	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctsm	Ctsm	Ctsm	chr13:61536443-61541839	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctso	Ctso	Ctso	chr3:81932615-81956725	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.95016	2.42696	0.315557	0	1	1	no
Ctsq	Ctsq	Ctsq	chr13:61035037-61040597	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctsr	Ctsr	Ctsr	chr13:61159214-61164188	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ctss	Ctss	Ctss	chr3:95526785-95556405	ST_ASO_SPF	ST_WT_SPF	OK	62.7845	50.6629	-0.309476	-0.667225	0.1024	0.464055	no
Ctsw	Ctsw	Ctsw	chr19:5465239-5468498	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.015393	0	-inf	0	1	1	no
Ctsz	Ctsz	Ctsz	chr2:174415803-174438992	ST_ASO_SPF	ST_WT_SPF	OK	8.11812	8.42681	0.0538403	0.0563842	0.89055	0.97648	no
Cttn	Cttn	Cttn	chr7:143948404-144470935	ST_ASO_SPF	ST_WT_SPF	OK	9.40968	11.8666	0.334686	0.663449	0.10215	0.46356	no
Cttnbp2	Cttnbp2	Cttnbp2	chr6:18366476-18514825	ST_ASO_SPF	ST_WT_SPF	OK	5.58973	5.71282	0.0314261	0.0637421	0.87545	0.973166	no
Cttnbp2nl	Cttnbp2nl	Cttnbp2nl	chr3:105001914-105053146	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.65845	2.14821	-0.307451	0	1	1	no
Ctu1	Ctu1	Ctu1	chr7:43672030-43678297	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.30078	1.25727	-0.0490791	0	1	1	no
Ctu2	Ctu2	Ctu2	chr8:122476142-122551329	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.48264	1.67383	0.174982	0	1	1	no
Ctxn1	Ctxn1	Ctxn1	chr8:4257645-4259274	ST_ASO_SPF	ST_WT_SPF	OK	70.1284	79.6814	0.184245	0.387087	0.3272	0.738187	no
Ctxn2	Ctxn2	Ctxn2	chr2:125136691-125147841	ST_ASO_SPF	ST_WT_SPF	OK	43.7854	28.2412	-0.632648	-1.22423	0.00215	0.0558722	no
Ctxn3	Ctxn3	Ctxn3	chr18:57468485-57478134	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.997673	1.50167	0.589929	0	1	1	no
Cubn	Cubn	Cubn	chr2:13276337-13491876	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.13488	0.585556	2.11813	0	1	1	no
Cuedc1	Cuedc1	Cuedc1	chr11:88098057-88211507	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.4406	2.3598	0.711998	0	1	1	no
Cuedc2	Cuedc2	Cuedc2	chr19:46328183-46338660	ST_ASO_SPF	ST_WT_SPF	OK	32.3559	30.2895	-0.095209	-0.200386	0.618	0.897183	no
Cul1	Cul1	Cul1	chr6:47454323-47526139	ST_ASO_SPF	ST_WT_SPF	OK	19.1101	18.0653	-0.0811102	-0.174564	0.66955	0.916829	no
Cul2	Cul2	Cul2	chr18:3383224-3436700	ST_ASO_SPF	ST_WT_SPF	OK	6.57129	5.73339	-0.196788	-0.380494	0.3493	0.754918	no
Cul3	Cul3	Cul3	chr1:80266817-80340430	ST_ASO_SPF	ST_WT_SPF	OK	20.9432	18.9829	-0.141788	-0.299485	0.4585	0.821362	no
Cul4a	Cul4a	Cul4a	chr8:13105720-13147939	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.60113	2.31213	-0.169914	0	1	1	no
Cul4b	Cul4b	Cul4b	chrX:38531620-38576196	ST_ASO_SPF	ST_WT_SPF	OK	5.48757	5.47776	-0.00258245	-0.00507547	0.9938	0.997667	no
Cul5	Cul5	Cul5	chr9:53614581-53667507	ST_ASO_SPF	ST_WT_SPF	OK	14.34	13.6291	-0.073358	-0.161798	0.69065	0.924061	no
Cul7	Cul7	Cul7	chr17:46650337-46664364	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.577647	0.751402	0.379395	0	1	1	no
Cul9	Cul9	Cul9	chr17:46500608-46546388	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.45247	0.481266	0.0890125	0	1	1	no
Cuta	Cuta	Cuta	chr17:26937971-26939538	ST_ASO_SPF	ST_WT_SPF	OK	40.1489	33.7635	-0.249894	-0.43777	0.27415	0.694077	no
Cutal	Cutal	Cutal	chr2:34874395-34892133	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0390376	0	-inf	0	1	1	no
Cutc	Cutc	Cutc	chr19:43753022-43768638	ST_ASO_SPF	ST_WT_SPF	OK	7.62907	6.64439	-0.19937	-0.286084	0.4571	0.820918	no
Cux1	Cux1	Cux1	chr5:136248134-136567490	ST_ASO_SPF	ST_WT_SPF	OK	6.39294	6.9518	0.120909	0.189828	0.6411	0.905556	no
Cux2	Cux2	Cux2	chr5:121860215-122047825	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.311876	0.252954	-0.302099	0	1	1	no
Cuzd1	Cuzd1	Cuzd1	chr7:131308553-131322292	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0463441	0.0310098	-0.579661	0	1	1	no
Cwc15	Cwc15	Cwc15	chr9:14500618-14510620	ST_ASO_SPF	ST_WT_SPF	OK	74.6461	69.5867	-0.101256	-0.221841	0.58285	0.881866	no
Cwc22	Cwc22	Cwc22	chr2:77895652-77946356	ST_ASO_SPF	ST_WT_SPF	NOTEST	2.24153	2.61019	0.219671	0	1	1	no
Cwc25	Cwc25	Cwc25	chr11:97745469-97766613	ST_ASO_SPF	ST_WT_SPF	OK	3.60117	3.65553	0.0216146	0.0353072	0.9273	0.984683	no
Cwc27	Cwc27	Cwc27	chr13:104631326-104816953	ST_ASO_SPF	ST_WT_SPF	OK	13.3456	11.0522	-0.272031	-0.50656	0.20815	0.628164	no
Cwf19l1	Cwf19l1	Cwf19l1	chr19:44108636-44135876	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.66209	1.37044	-0.278359	0	1	1	no
Cwf19l2	Cwf19l2	Cwf19l2	chr9:3404084-3479236	ST_ASO_SPF	ST_WT_SPF	OK	15.2213	11.6846	-0.381485	-0.810138	0.04165	0.300759	no
Cwh43	Cwh43	Cwh43	chr5:73406077-73453425	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.298846	0.24307	-0.298033	0	1	1	no
Cx3cl1	Cx3cl1	Cx3cl1	chr8:94772179-94782426	ST_ASO_SPF	ST_WT_SPF	OK	29.1672	40.7117	0.481097	1.05182	0.0094	0.13206	no
Cx3cr1	Cx3cr1	Cx3cr1	chr9:120048682-120068296	ST_ASO_SPF	ST_WT_SPF	OK	9.67368	11.3256	0.227457	0.465225	0.24835	0.670397	no
Cxadr	Cxadr	Cxadr	chr16:78301670-78359785	ST_ASO_SPF	ST_WT_SPF	NOTEST	1.16964	1.05019	-0.155415	0	1	1	no
Cxcl1	Cxcl1	Cxcl1	chr5:90891244-90893115	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cxcl10	Cxcl10	Cxcl10	chr5:92331840-92414627	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cxcl11	Cxcl11	Cxcl11	chr5:92331840-92414627	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.105377	0.0972258	-0.116143	0	1	1	no
Cxcl12	Cxcl12	Cxcl12	chr6:117168534-117181368	ST_ASO_SPF	ST_WT_SPF	OK	4.51296	5.75142	0.349844	0.524381	0.19225	0.608943	no
Cxcl13	Cxcl13	Cxcl13	chr5:95956938-95961068	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0615011	0.0662987	0.108369	0	1	1	no
Cxcl14	Cxcl14	Cxcl14	chr13:56288642-56296551	ST_ASO_SPF	ST_WT_SPF	OK	24.8896	24.2724	-0.0362297	-0.0749371	0.85315	0.968524	no
Cxcl15	Cxcl15	Cxcl15	chr5:90794533-90803067	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.0365894	0.0612708	0.743773	0	1	1	no
Cxcl16	Cxcl16	Cxcl16	chr11:70454233-70466199	ST_ASO_SPF	ST_WT_SPF	NOTEST	0.488967	0.642858	0.394763	0	1	1	no
Cxcl17	Cxcl17	Cxcl17	chr7:25376818-25566417	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cxcl2	Cxcl2	Cxcl2	chr5:90903898-90905938	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cxcl3	Cxcl3	Cxcl3	chr5:90786100-90788093	ST_ASO_SPF	ST_WT_SPF	NOTEST	0	0.166975	inf	0	1	1	no
