Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	8960746	Familial meningocerebrovascular amyloidosis, Hungarian type, with mutant transthyretin (TTR Asp18Gly)	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	10559186	The gamma subunit modulates Na(+) and K(+) affinity of the renal Na,K-ATPase.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	FXYD2
Pubmed	7513197	Thy-1 expression is linked to functional properties of primitive hematopoietic progenitor cells from human umbilical cord blood.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	12616398	Genotyping microsatellite DNA markers at putative disease loci in inbred/multiplex families with respiratory chain complex I deficiency allows rapid identification of a novel nonsense mutation (IVS1nt -1) in the NDUFS4 gene in Leigh syndrome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFS4
Pubmed	10488337	A human nuclear-localized chaperone that regulates dimerization, DNA binding, and transcriptional activity of bZIP proteins.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ALYREF
Pubmed	16996039	Abnormal laminar position and dendrite development of interneurons in the reeler forebrain.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	19246649	COP9-associated CSN5 regulates exosomal protein deubiquitination and sorting.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	COPS5
Pubmed	23185571	Genetic deficiency in neprilysin or its pharmacological inhibition initiate excessive stress-induced alcohol consumption in mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	25759539	Mucinous phenotype and CD10 expression of primary adenocarcinoma of the small intestine.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	20826442	Protein-induced photophysical changes to the amyloid indicator dye thioflavin T.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	16082709	Failure to confirm association between RGS4 haplotypes and schizophrenia in Caucasians.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS4
Pubmed	31659433	Phenome-wide association study of TTR and RBP4 genes in 361,194 individuals reveals novel insights in the genetics of hereditary and wildtype transthyretin amyloidoses.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	20840742	A possible role for miRNA silencing in disease phenotype variation in Swedish transthyretin V30M carriers.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	1981182	Diagnosis of familial amyloidotic polyneuropathy in France.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	30191381	Ablation of Cytochrome c in Adult Forebrain Neurons Impairs Oxidative Phosphorylation Without Detectable Apoptosis.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	CYCS
Pubmed	25301693	Positive conversion of GAD autoantibody in patients with presumed type 2 diabetes.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAD1
Pubmed	1572542	Tissue-specific methylation of a CpG island in transgenic mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	28575497	Loss of hepatic LRPPRC alters mitochondrial bioenergetics, regulation of permeability transition and trans-membrane ROS diffusion.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	LRPPRC
Pubmed	9463323	Demonstration of a new pathogenic mutation in human complex I deficiency: a 5-bp duplication in the nuclear gene encoding the 18-kD (AQDQ) subunit.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFS4
Pubmed	21438143	Association of RGS2 variants with panic disorder in a Japanese population.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	2906111	Transcriptional unit of the murine Thy-1 gene: different distribution of transcription initiation sites in brain.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	18067675	Regulator of G-protein signalling 2 mRNA is differentially expressed in mammary epithelial subpopulations and over-expressed in the majority of breast cancers.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	17875217	The DNA binding parvulin Par17 is targeted to the mitochondrial matrix by a recently evolved prepeptide uniquely present in Hominidae.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PIN4
Pubmed	23197593	A recent evolutionary change affects a regulatory element in the human FOXP2 gene.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	FOXP2
Pubmed	28368280	X-ray crystal structure of human calcium-bound S100A1.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	S100A1
Pubmed	6300852	Primary structure of an amyloid prealbumin variant in familial polyneuropathy of Jewish origin.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	7645032	beta 2-Microglobulin in transplantation.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	20562265	Direct CD4 help provision following interaction of memory CD4 and CD8 T cells with distinct antigen-presenting dendritic cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	31865781	Reduced mRNA Expression of RGS2 (Regulator of G Protein Signaling-2) in the Placenta Is Associated With Human Preeclampsia and Sufficient to Cause Features of the Disorder in Mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	16707474	Vaccination with human HER-2/neu (435-443) CTL peptide induces effective antitumor immunity against HER-2/neu-expressing tumor cells in vivo.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	18753422	Role of conformational change in the C-terminus of beta2-microglobulin in dialysis-related amyloidosis.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	30252881	AIF-1 gene does not confer susceptibility to Behçet's disease: Analysis of extended haplotypes in Sardinian population.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	AIF1
Pubmed	19161137	Mutation in the COCH gene is associated with superior semicircular canal dehiscence.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	COCH
Pubmed	11355883	Testican in human blood.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SPOCK1
Pubmed	8694291	Distribution of mesencephalic trigeminal nucleus neurons in the reeler mutant mouse.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	19211926	skNAC (skeletal Naca), a muscle-specific isoform of Naca (nascent polypeptide-associated complex alpha), is required for myofibril organization.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NACA
Pubmed	1354233	Delayed clearance of Sendai virus in mice lacking class I MHC-restricted CD8+ T cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	12475967	A novel transforming growth factor-beta receptor-interacting protein that is also a light chain of the motor protein dynein.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	DYNLRB1
Pubmed	16950788	Up-regulation of endogenous RGS2 mediates cross-desensitization between Gs and Gq signaling in osteoblasts.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	10198254	Molecular cloning, expression analysis, and chromosomal localization of human syntaxin 8 (STX8).	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	STX8
Pubmed	12691666	Ca2+ buffer saturation underlies paired pulse facilitation in calbindin-D28k-containing terminals.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	CALB1
Pubmed	21525950	Increases in urinary albumin and beta2-microglobulin are independently associated with blood pressure in the Japanese general population: the Takahata Study.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	15806582	Mutational screening and association study of glutamate decarboxylase 1 as a candidate susceptibility gene for bipolar affective disorder and schizophrenia.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAD1
Pubmed	19427970	Polymorphism C1114G of gene encoding the cardiac regulator of G-protein signaling 2 may be associated with number of episodes of neurally mediated syncope.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	22439750	Quaternary structure, aggregation and cytotoxicity of transthyretin.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	12087466	CD10 is a marker for cycling cells with propensity to apoptosis in childhood ALL.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	7755521	Selective retrieval of jimpy mutant pups over normal male littermates by lactating female B6CBACa-Aw-J/A-Ta jp mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	17431900	Identification of a novel recessive RELN mutation using a homozygous balanced reciprocal translocation.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	17804801	Renal expression of parvalbumin is critical for NaCl handling and response to diuretics.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	17599775	C1D is a major autoantibody target in patients with the polymyositis-scleroderma overlap syndrome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	C1D
Pubmed	21969295	Substance P in the corneal stroma regulates the severity of herpetic stromal keratitis lesions.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TAC1
Pubmed	20886092	The density of CD10 corresponds to commitment and progression in the human B lymphoid lineage.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	18393807	Neprilysin and amyloid beta peptide degradation.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	10679077	NK1.1+ T cells in the liver arise in the thymus and are selected by interactions with class I molecules on CD4+CD8+ cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	19401362	Carrier-mediated thyroid hormone transport into placenta by placental transthyretin.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	8102208	Development of mature CD8+ thymocytes: selection rather than instruction?	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	18826940	Subunits of mitochondrial complex I exist as part of matrix- and membrane-associated subcomplexes in living cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFA2
Pubmed	16538183	Association between FOXP2 polymorphisms and schizophrenia with auditory hallucinations.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	FOXP2
Pubmed	23065762	Hypoxic ventilatory response in Tac1-/- neonatal mice following exposure to opioids.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TAC1
Pubmed	31008944	Upregulation of lncRNA SNHG1 is associated with metastasis and poor prognosis in cancers: A meta-analysis.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SNHG1
Pubmed	25195910	Crystallization and preliminary X-ray crystallographic analysis of the PH-GRAM domain of human MTMR4.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MTMR4
Pubmed	30514094	Autotaxin and soluble IL-2 receptor concentrations in cerebrospinal fluids are useful for the diagnosis of central nervous system invasion caused by haematological malignancies.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ENPP2
Pubmed	21812100	A loss-of-function mutation in the SLC9A6 gene causes X-linked mental retardation resembling Angelman syndrome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SLC9A6
Pubmed	27212199	Exome Sequencing and Gene Prioritization Correct Misdiagnosis in a Chinese Kindred with Familial Amyloid Polyneuropathy.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	30637801	Maintenance of high proteolipid protein level in adult central nervous system myelin is required to preserve the integrity of myelin and axons.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	30481488	Autotaxin determines colitis severity in mice and is secreted by B cells in the colon.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ENPP2
Pubmed	22802950	Gq/11-mediated signaling and hypertrophy in mice with cardiac-specific transgenic expression of regulator of G-protein signaling 2.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	28913776	Interactions of antisera to different Chlamydia and Chlamydophila species with the ribosomal protein RPS27a correlate with impaired protein synthesis in a human choroid plexus papilloma cell line.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RPS27A
Pubmed	12205125	Two novel aspartoacylase gene (ASPA) missense mutations specific to Norwegian and Swedish patients with Canavan disease.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ASPA
Pubmed	2521237	The common acute lymphoblastic leukemia antigen gene maps to chromosomal region 3 (q21-q27).	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MME
Pubmed	21632028	Activation of the P2Y1 receptor induces apoptosis and inhibits proliferation of prostate cancer cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	P2RY1
Pubmed	22451424	Distinct mutations in STXBP2 are associated with variable clinical presentations in patients with familial hemophagocytic lymphohistiocytosis type 5 (FHL5).	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	STXBP2
Pubmed	16322574	Simulation of pH-dependent edge strand rearrangement in human beta-2 microglobulin.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	26771492	Prefrontal Parvalbumin Neurons in Control of Attention.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	28624958	Whole-exome sequencing identified compound heterozygous variants in MMKS in a Chinese pedigree with Bardet-Biedl syndrome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MKKS
Pubmed	26926565	Decreased levels of RGS4 in the paraventricular nucleus facilitate GABAergic inhibition during the acute stress response.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS4
Pubmed	27951730	Long non-coding RNA GAS5 polymorphism predicts a poor prognosis of acute myeloid leukemia in Chinese patients via affecting hematopoietic reconstitution.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAS5
Pubmed	26048783	Suppression of CSN5 promotes the apoptosis of gastric cancer cells through regulating p53-related apoptotic pathways.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	COPS5
Pubmed	18981094	Adaptable TCR avidity thresholds for negative selection.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	16778097	Genetic and epigenetic analysis of the putative tumor suppressor km23 in primary ovarian, breast, and colorectal cancers.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	DYNLRB1
Pubmed	9548509	Human monocytes and macrophages express substance P and neurokinin-1 receptor.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TAC1
Pubmed	32187526	Serine Catabolism Feeds NADH when Respiration Is Impaired.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFS4
Pubmed	18813213	Association between BBS6/MKKS gene polymorphisms, obesity and metabolic syndrome in the Greek population.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	MKKS
Pubmed	11160274	Activated p56lck directs maturation of both CD4 and CD8 single-positive thymocytes.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	30866857	?2-microglobulin has a different regulatory molecular mechanism between ER	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	18622782	Regulator of G-protein signalling 4 expression is not altered in the prefrontal cortex in schizophrenia.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS4
Pubmed	23667514	Knockdown of regulator of cullins-1 (ROC1) expression induces bladder cancer cell cycle arrest at the G2 phase and senescence.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RIT1
Pubmed	28512252	Epigenetic Regulation of ZBTB18 Promotes Glioblastoma Progression.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ZBTB18
Pubmed	24075940	Transthyretin suppresses the toxicity of oligomers formed by misfolded proteins in vitro.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	20093724	Parvalbumin: Targeting calcium handling in cardiac diastolic dysfunction.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	30129267	Effect of long non-coding RNA growth arrest-specific 5 on apoptosis in renal ischaemia/reperfusion injury.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAS5
Pubmed	9317144	Influenza infection of beta 2-microglobulin-deficient (beta 2m-/-) mice reveals a loss of CD4+ T cell functions with aging.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	7574457	Overexpression of DM20 messenger RNA in two brothers with Pelizaeus-Merzbacher disease.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	15710471	Mannosylated PLP(139-151) induces peptide-specific tolerance to experimental autoimmune encephalomyelitis.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	7959008	Conservation in human and mouse Pur alpha of a motif common to several proteins involved in initiation of DNA replication.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PURA
Pubmed	15059934	Parvalbumin corrects slowed relaxation in adult cardiac myocytes expressing hypertrophic cardiomyopathy-linked alpha-tropomyosin mutations.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	3967899	Gm-3.2, a new granulocyte/macrophage alloantigen.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	29465889	[Transthyretin familial amyloid polyneuropathy - three Hungarian cases with rare mutations (His88Arg and Phe33Leu)].	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	27384474	PCP4/PEP19 promotes migration, invasion and adhesion in human breast cancer MCF-7 and T47D cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PCP4
Pubmed	23159525	Melanoma cells use Thy-1 (CD90) on endothelial cells for metastasis formation.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	2122246	Familial amyloid polyneuropathy: alanine-for-threonine substitution in the transthyretin (prealbumin) molecule.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	18174464	ADP stimulates human endothelial cell migration via P2Y1 nucleotide receptor-mediated mitogen-activated protein kinase pathways.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	P2RY1
Pubmed	30324697	Hepatocyte miR-33a mediates mitochondrial dysfunction and hepatosteatosis by suppressing NDUFA5.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFA5
Pubmed	18342287	SLC9A6 mutations cause X-linked mental retardation, microcephaly, epilepsy, and ataxia, a phenotype mimicking Angelman syndrome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SLC9A6
Pubmed	29138282	Trajectory Analysis Unveils Reelin's Role in the Directed Migration of Granule Cells in the Dentate Gyrus.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	30610107	Epigenetic Suppression of SERPINB1 Promotes Inflammation-Mediated Prostate Cancer Progression.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SERPINB1
Pubmed	10813783	Developmentally regulated expression of Thy-1 in structures of the mouse sensory-motor system.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	30419865	Reduced RBM3 expression is associated with aggressive tumor features in esophageal cancer but not significantly linked to patient outcome.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RBM3
Pubmed	12135781	Secreted Reelin molecules form homodimers.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	18634756	5Alpha-dihydrotestosterone up-regulates transthyretin levels in mice and rat choroid plexus via an androgen receptor independent pathway.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	14589248	Substance P-containing nerves within the human vertebral body. an immunohistochemical study of the basivertebral nerve.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TAC1
Pubmed	26250064	A humanized version of Foxp2 does not affect ultrasonic vocalization in adult mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	FOXP2
Pubmed	24474780	Proteolytic cleavage of Ser52Pro variant transthyretin triggers its amyloid fibrillogenesis.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	10571119	Detection of human soluble Thy-1 in serum by ELISA. Fibroblasts and activated endothelial cells are a possible source of soluble Thy-1 in serum.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	2365680	The mouse ribosomal protein L7 gene. Its primary structure and functional analysis of the promoter region.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RPL7
Pubmed	19162436	Variant in RGS2 moderates posttraumatic stress symptoms following potentially traumatic event exposure.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RGS2
Pubmed	22150368	The dynamic expression of allograft inflammatory factor-1 in hepatic tissues and splenic cells of BALB/c mice with Schistosoma japonicum infection.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	AIF1
Pubmed	15505639	GAD1 (2q31.1), which encodes glutamic acid decarboxylase (GAD67), is associated with childhood-onset schizophrenia and cortical gray matter volume loss.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAD1
Pubmed	8258325	Increased number of cytotoxic T cells within CD4+8- T cells in beta 2-microglobulin, major histocompatibility complex class I-deficient mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	18825272	Transthyretin and amyloid in the islets of Langerhans in type-2 diabetes.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	29294065	Purkinje Cell Protein 4 Expression Is Associated With DNA Methylation Status in Aldosterone-Producing Adenoma.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PCP4
Pubmed	21945319	Respiratory chain complex I, a main regulatory target of the cAMP/PKA pathway is defective in different human diseases.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFS4
Pubmed	20175203	Modulation of rumpshaker phenotype with wild-type PLP/DM20 suggests several pathogenic mechanisms.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	21090249	[Thermodynamics of zinc binding to human S100A2].	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	S100A1
Pubmed	23328740	Endogenous electric currents might guide rostral migration of neuroblasts.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	P2RY1
Pubmed	30418576	An open-source high-speed infrared videography database to study the principles of active sensing in freely navigating rodents.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	22560794	Serum allograft inflammatory factor-1 is a novel marker for diabetic nephropathy.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	AIF1
Pubmed	7853537	Int-6, a highly conserved, widely expressed gene, is mutated by mouse mammary tumor virus in mammary preneoplasia.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	EIF3E
Pubmed	25578497	Extracellular cytochrome c as a biomarker for monitoring therapeutic efficacy and prognosis of non-small cell lung cancer patients.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	CYCS
Pubmed	27720586	Endoplasmic Reticulum Proteostasis Influences the Oligomeric State of an Amyloidogenic Protein Secreted from Mammalian Cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	11017772	Evolution of the thyroid hormone-binding protein, transthyretin.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	17766066	Cause-specific mortality and cancer incidence rates in relation to urinary beta2-microglobulin: 23-year follow-up study in a cadmium-polluted area.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	B2M
Pubmed	9489796	X-linked spastic paraplegia due to a mutation (C506T; Ser169Phe) in exon 4 of the proteolipid protein gene (PLP).	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PLP1
Pubmed	18513682	NDUFA2 complex I mutation leads to Leigh disease.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	NDUFA2
Pubmed	29562912	Gas5 is an essential lncRNA regulator for self-renewal and pluripotency of mouse embryonic stem cells and induced pluripotent stem cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAS5
Pubmed	8404846	SCAMP 37, a new marker within the general cell surface recycling system.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SCAMP1
Pubmed	14506935	Expression of allograft inflammatory factor-1 in mouse uterus and poly(I:C)-induced fetal resorption.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	AIF1
Pubmed	1982251	Non-HLA genetic factors and insulin dependent diabetes mellitus in the Japanese: TCRA, TCRB and TCRG, INS, THY1, CD3D and ETS1.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	THY1
Pubmed	29743635	Morphoregulatory functions of the RNA-binding motif protein 3 in cell spreading, polarity and migration.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RBM3
Pubmed	30804530	Unique contributions of parvalbumin and cholinergic interneurons in organizing striatal networks during movement.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	PVALB
Pubmed	31102124	Autotaxin-Lysophosphatidic Acid Axis Blockade Improves Inflammation by Regulating Th17 Cell Differentiation in DSS-Induced Chronic Colitis Mice.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	ENPP2
Pubmed	25650269	Reciprocal regulation of GAS5 lncRNA levels and mTOR inhibitor action in prostate cancer cells.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	GAS5
Pubmed	27516603	Spt4 selectively regulates the expression of C9orf72 sense and antisense mutant transcripts.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	SUPT4H1
Pubmed	3690669	Prealbumin gene expression during mouse development studied by in situ hybridization.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	TTR
Pubmed	20067496	Dispersion of the neurons expressing layer specific markers in the reeler brain.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RELN
Pubmed	24326104	Mutations of cytochrome c identified in patients with thrombocytopenia THC4 affect both apoptosis and cellular bioenergetics.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	CYCS
Pubmed	21777469	Low RBM3 protein expression correlates with tumour progression and poor prognosis in malignant melanoma: an analysis of 215 cases from the Malmö Diet and Cancer Study.	Pubmed	4.099E-3	1.000E0	1.012E-2	1.015E-1	1	1	RBM3
