test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Cep192	Cep192	Cep192	chr18:67800106-67885170	ST_WT_GF	ST_WT_SPF	NOTEST	0.125929	0.143718	0.190635	0	1	1	no
Cep250	Cep250	Cep250	chr2:155956557-155998900	ST_WT_GF	ST_WT_SPF	NOTEST	0.454041	0.331662	-0.453108	0	1	1	no
Cep290	Cep290	Cep290	chr10:100488288-100589259	ST_WT_GF	ST_WT_SPF	OK	4.82724	3.73494	-0.370113	-0.365804	0.22385	0.914647	no
Cep295	Cep295	Cep295	chr9:15283336-15357788	ST_WT_GF	ST_WT_SPF	NOTEST	2.57327	2.15256	-0.257555	0	1	1	no
Cep350	Cep350	Cep350	chr1:155844963-155973255	ST_WT_GF	ST_WT_SPF	NOTEST	2.18528	1.51156	-0.531785	0	1	1	no
Cep41	Cep41	Cep41	chr6:30653456-30693749	ST_WT_GF	ST_WT_SPF	OK	3.59498	2.54921	-0.495934	-0.268482	0.4109	0.999552	no
Cep44	Cep44	Cep44	chr8:56531521-56550566	ST_WT_GF	ST_WT_SPF	NOTEST	1.56427	0.835472	-0.904824	0	1	1	no
Cep55	Cep55	Cep55	chr19:38055024-38074425	ST_WT_GF	ST_WT_SPF	NOTEST	0.111631	0.223553	1.00187	0	1	1	no
Cep57	Cep57	Cep57	chr9:13807787-13827107	ST_WT_GF	ST_WT_SPF	OK	9.72368	8.35791	-0.21836	-0.255604	0.36485	0.984108	no
Cep57l1	Cep57l1	Cep57l1	chr10:41718839-41809868	ST_WT_GF	ST_WT_SPF	NOTEST	1.52245	1.73009	0.184447	0	1	1	no
Cep63	Cep63	Cep63	chr9:102586577-102626124	ST_WT_GF	ST_WT_SPF	OK	4.87902	4.65892	-0.0665968	-0.0680162	0.81075	0.999552	no
Cep68	Cep68	Cep68	chr11:20227036-20249424	ST_WT_GF	ST_WT_SPF	NOTEST	0.864908	0.747904	-0.209694	0	1	1	no
Cep70	Cep70	Cep70	chr9:99243467-99300403	ST_WT_GF	ST_WT_SPF	OK	7.61123	6.08506	-0.322859	-0.356511	0.2143	0.906616	no
Cep72	Cep72	Cep72	chr13:74036494-74062285	ST_WT_GF	ST_WT_SPF	NOTEST	0.250338	0.259381	0.051199	0	1	1	no
Cep76	Cep76	Cep76	chr18:67617396-67641336	ST_WT_GF	ST_WT_SPF	NOTEST	0.493568	0.416921	-0.243475	0	1	1	no
Cep78	Cep78	Cep78	chr19:15955772-15984989	ST_WT_GF	ST_WT_SPF	NOTEST	1.40812	1.15726	-0.283065	0	1	1	no
Cep83	Cep83	Cep83	chr10:94688789-94790336	ST_WT_GF	ST_WT_SPF	OK	9.70943	6.13001	-0.663497	-0.752622	0.01115	0.356155	no
Cep83os	Cep83os	Cep83os	chr10:94673492-94688613	ST_WT_GF	ST_WT_SPF	NOTEST	2.19984	2.1756	-0.0159891	0	1	1	no
Cep85	Cep85	Cep85	chr4:134129857-134187085	ST_WT_GF	ST_WT_SPF	NOTEST	1.13362	1.3837	0.287592	0	1	1	no
Cep85l	Cep85l	Cep85l	chr10:53278080-53379851	ST_WT_GF	ST_WT_SPF	NOTEST	2.41941	1.67743	-0.528402	0	1	1	no
Cep89	Cep89	Cep89	chr7:35397092-35438684	ST_WT_GF	ST_WT_SPF	NOTEST	1.12703	0.971197	-0.214692	0	1	1	no
Cep95	Cep95	Cep95	chr11:106789251-106818861	ST_WT_GF	ST_WT_SPF	NOTEST	1.6594	1.10992	-0.580211	0	1	1	no
Cep97	Cep97	Cep97	chr16:55899887-55934848	ST_WT_GF	ST_WT_SPF	OK	4.09515	3.41865	-0.260491	-0.236808	0.26295	0.937683	no
Cept1	Cept1	Cept1	chr3:106481985-106575341	ST_WT_GF	ST_WT_SPF	OK	17.6968	23.2166	0.391666	0.419877	0.1546	0.84424	no
Cer1	Cer1	Cer1	chr4:82881750-82885151	ST_WT_GF	ST_WT_SPF	NOTEST	0.187687	0.143681	-0.385456	0	1	1	no
Cercam	Cercam	Cercam	chr2:29869493-29882840	ST_WT_GF	ST_WT_SPF	NOTEST	1.53724	1.0098	-0.606267	0	1	1	no
Cerk	Cerk	Cerk	chr15:86139100-86186141	ST_WT_GF	ST_WT_SPF	NOTEST	2.91525	2.81281	-0.0516036	0	1	1	no
Cerkl	Cerkl	Cerkl	chr2:79255425-79428988	ST_WT_GF	ST_WT_SPF	NOTEST	0.256807	0.228492	-0.168541	0	1	1	no
Cers1	Cers1	Cers1	chr8:70315774-70353273	ST_WT_GF	ST_WT_SPF	NOTEST	1.17334e-167	1.73129e-179	-39.3019	0	1	1	no
Cers2	Cers2	Cers2	chr3:95315251-95357202	ST_WT_GF	ST_WT_SPF	OK	16.2709	14.2659	-0.189728	-0.222383	0.44815	0.999552	no
Cers3	Cers3	Cers3	chr7:66743503-66823692	ST_WT_GF	ST_WT_SPF	NOTEST	0.0868967	0.0821855	-0.0804184	0	1	1	no
Cers4	Cers4	Cers4	chr8:4493404-4526079	ST_WT_GF	ST_WT_SPF	OK	4.2364	4.21843	-0.00613176	-0.00669576	0.9825	0.999552	no
Cers5	Cers5	Cers5	chr15:99735591-99772515	ST_WT_GF	ST_WT_SPF	OK	7.36273	7.76578	0.0768893	0.0888894	0.76695	0.999552	no
Cers6	Cers6	Cers6	chr2:68861556-69111290	ST_WT_GF	ST_WT_SPF	NOTEST	0.500357	0.541502	0.114009	0	1	1	no
Ces1a	Ces1a	Ces1a	chr8:93020214-93048192	ST_WT_GF	ST_WT_SPF	NOTEST	0.0209402	0.0312835	0.579125	0	1	1	no
Ces1b	Ces1b	Ces1b	chr8:93056726-93080017	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces1c	Ces1c	Ces1c	chr8:93099015-93131283	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces1d	Ces1d	Ces1d	chr8:93166071-93197804	ST_WT_GF	ST_WT_SPF	NOTEST	0.187466	0.0924554	-1.0198	0	1	1	no
Ces1e	Ces1e	Ces1e	chr8:93201217-93229619	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces1f	Ces1f	Ces1f	chr8:93256235-93279736	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces1g	Ces1g	Ces1g	chr8:93302368-93337209	ST_WT_GF	ST_WT_SPF	NOTEST	0.0440214	0.0272945	-0.689597	0	1	1	no
Ces2a	Ces2a	Ces2a	chr8:104734002-104741634	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0133378	inf	0	1	1	no
Ces2b	Ces2b	Ces2b	chr8:104831643-104838652	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0186089	inf	0	1	1	no
Ces2c	Ces2c	Ces2c	chr8:104847067-104854482	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces2d-ps	Ces2d-ps	Ces2d-ps	chr8:104867423-104874082	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces2e	Ces2e	Ces2e	chr8:104926259-104934672	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0118456	inf	0	1	1	no
Ces2f	Ces2f	Ces2f	chr8:104947355-104955962	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces2g	Ces2g	Ces2g	chr8:104961717-104969537	ST_WT_GF	ST_WT_SPF	NOTEST	0.0105442	0	-inf	0	1	1	no
Ces2h	Ces2h	Ces2h	chr8:105000852-105020410	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces3a	Ces3a	Ces3a	chr8:105048598-105058414	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces3b	Ces3b	Ces3b	chr8:105083754-105093591	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Ces4a	Ces4a	Ces4a	chr8:105131799-105150109	ST_WT_GF	ST_WT_SPF	NOTEST	0.0440054	0.0806474	0.873947	0	1	1	no
Ces5a	Ces5a	Ces5a	chr8:93499212-93535707	ST_WT_GF	ST_WT_SPF	NOTEST	0.723913	0.484045	-0.580677	0	1	1	no
Cetn1	Cetn1	Cetn1	chr18:9618418-9619469	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cetn2	Cetn2	Cetn2	chrX:72913564-72918344	ST_WT_GF	ST_WT_SPF	OK	55.8958	54.6879	-0.0315189	-0.0397674	0.8882	0.999552	no
Cetn3	Cetn3	Cetn3	chr13:81783291-81797157	ST_WT_GF	ST_WT_SPF	OK	58.112	71.7186	0.303512	0.349976	0.22395	0.914734	no
Cetn4	Cetn4	Cetn4	chr3:37308626-37312446	ST_WT_GF	ST_WT_SPF	OK	11.9788	10.9757	-0.126176	-0.134927	0.62945	0.999552	no
Cfap126	Cfap126	Cfap126	chr1:171121660-171126967	ST_WT_GF	ST_WT_SPF	NOTEST	1.4088	2.16679	0.621088	0	1	1	no
Cfap20	Cfap20	Cfap20	chr8:95420249-95434869	ST_WT_GF	ST_WT_SPF	OK	18.6112	19.724	0.0837857	0.100929	0.7228	0.999552	no
Cfap221	Cfap221	Cfap221	chr1:119923518-119995210	ST_WT_GF	ST_WT_SPF	NOTEST	0.240389	0.157539	-0.609664	0	1	1	no
Cfap36	Cfap36	Cfap36	chr11:29221535-29247272	ST_WT_GF	ST_WT_SPF	OK	52.1853	47.6044	-0.132549	-0.173468	0.5286	0.999552	no
Cfap43	Cfap43	Cfap43	chr19:47736856-47837361	ST_WT_GF	ST_WT_SPF	NOTEST	0.607979	0.727363	0.258653	0	1	1	no
Cfap44	Cfap44	Cfap44	chr16:44394798-44482428	ST_WT_GF	ST_WT_SPF	NOTEST	0.200078	0.225928	0.1753	0	1	1	no
Cfap45	Cfap45	Cfap45	chr1:172521129-172550806	ST_WT_GF	ST_WT_SPF	NOTEST	0.190575	0.326506	0.776754	0	1	1	no
Cfap46	Cfap46	Cfap46	chr7:139600914-139683815	ST_WT_GF	ST_WT_SPF	NOTEST	0.146773	0.0964509	-0.605718	0	1	1	no
Cfap52	Cfap52	Cfap52	chr11:67924805-67965642	ST_WT_GF	ST_WT_SPF	NOTEST	0.114044	0.0535276	-1.09124	0	1	1	no
Cfap53	Cfap53	Cfap53	chr18:74283099-74359984	ST_WT_GF	ST_WT_SPF	NOTEST	0.265717	0.278	0.0651909	0	1	1	no
Cfap57	Cfap57	Cfap57	chr4:118554550-118620405	ST_WT_GF	ST_WT_SPF	NOTEST	0.0901578	0.172712	0.937845	0	1	1	no
Cfap58	Cfap58	Cfap58	chr19:47937711-48035379	ST_WT_GF	ST_WT_SPF	NOTEST	0.0467138	0.0902187	0.949579	0	1	1	no
Cfap61	Cfap61	Cfap61	chr2:145934783-145964226	ST_WT_GF	ST_WT_SPF	NOTEST	0.0212522	0	-inf	0	1	1	no
Cfap69	Cfap69	Cfap69	chr5:5580981-5664232	ST_WT_GF	ST_WT_SPF	NOTEST	0.598768	0.6056	0.0163665	0	1	1	no
Cfap70	Cfap70	Cfap70	chr14:20394189-20452225	ST_WT_GF	ST_WT_SPF	NOTEST	0.0137913	0.0137179	-0.00770059	0	1	1	no
Cfap74	Cfap74	Cfap74	chr4:155400968-155443110	ST_WT_GF	ST_WT_SPF	OK	5.78862	8.40393	0.537846	0.540226	0.05755	0.641449	no
Cfap97	Cfap97	Cfap97	chr8:46169555-46195590	ST_WT_GF	ST_WT_SPF	OK	7.12636	5.70503	-0.320931	-0.35014	0.22625	0.915751	no
Cfb	Cfb	Cfb	chr17:34856373-34862514	ST_WT_GF	ST_WT_SPF	NOTEST	0.0394017	0.0826914	1.06948	0	1	1	no
Cfc1	Cfc1	Cfc1	chr1:34535647-34544311	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0298317	inf	0	1	1	no
Cfd	Cfd	Cfd	chr10:79697304-80369637	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cfdp1	Cfdp1	Cfdp1	chr8:111768472-111854310	ST_WT_GF	ST_WT_SPF	OK	70.5273	67.9198	-0.0543489	-0.0712594	0.80955	0.999552	no
Cfh	Cfh	Cfh	chr1:140085854-140183411	ST_WT_GF	ST_WT_SPF	NOTEST	0.989379	0.90558	-0.12768	0	1	1	no
Cfhr1	Cfhr1	Cfhr1	chr1:139547063-139560222	ST_WT_GF	ST_WT_SPF	NOTEST	0.00913001	0.0574497	2.65361	0	1	1	no
Cfhr2	Cfhr2	Cfhr2	chr1:139810291-139858699	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Cfi	Cfi	Cfi	chr3:129836738-129875328	ST_WT_GF	ST_WT_SPF	NOTEST	0.0309771	0.0597516	0.947776	0	1	1	no
Cfl1	Cfl1	Cfl1	chr19:5490454-5494031	ST_WT_GF	ST_WT_SPF	OK	208.726	207.926	-0.00554107	-0.00697507	0.97855	0.999552	no
Cfl2	Cfl2	Cfl2	chr12:54858818-54862877	ST_WT_GF	ST_WT_SPF	OK	12.1236	12.4618	0.0396986	0.0516106	0.8543	0.999552	no
Cflar	Cflar	Cflar	chr1:58711490-58759209	ST_WT_GF	ST_WT_SPF	OK	7.78788	6.58887	-0.241201	-0.271468	0.30675	0.95851	no
Cfp	Cfp	Cfp	chrX:20925534-20931524	ST_WT_GF	ST_WT_SPF	NOTEST	0.723811	0.597168	-0.277476	0	1	1	no
Cftr	Cftr	Cftr	chr6:18170686-18322769	ST_WT_GF	ST_WT_SPF	NOTEST	0.281048	0.21627	-0.377987	0	1	1	no
Cga	Cga	Cga	chr4:34893778-34907374	ST_WT_GF	ST_WT_SPF	NOTEST	0.0530127	0	-inf	0	1	1	no
Cggbp1	Cggbp1	Cggbp1	chr16:64852084-64859491	ST_WT_GF	ST_WT_SPF	OK	15.4314	18.8571	0.289237	0.359708	0.19645	0.890094	no
Cgn	Cgn	Cgn	chr3:94760069-94786515	ST_WT_GF	ST_WT_SPF	NOTEST	0.249452	0.367765	0.560023	0	1	1	no
Cgnl1	Cgnl1	Cgnl1	chr9:71626506-71771602	ST_WT_GF	ST_WT_SPF	NOTEST	1.013	0.914952	-0.146871	0	1	1	no
Cgref1	Cgref1	Cgref1	chr5:30933142-30945480	ST_WT_GF	ST_WT_SPF	OK	6.93528	10.1901	0.555141	0.591849	0.0347	0.54611	no
Cgrrf1	Cgrrf1	Cgrrf1	chr14:46832243-46854190	ST_WT_GF	ST_WT_SPF	OK	6.75324	9.30985	0.463178	0.471785	0.0992	0.756378	no
Ch25h	Ch25h	Ch25h	chr19:34473783-34475135	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0312664	inf	0	1	1	no
Chac1	Chac1	Chac1	chr2:119351241-119354327	ST_WT_GF	ST_WT_SPF	NOTEST	1.32537	1.26253	-0.0700815	0	1	1	no
Chac2	Chac2	Chac2	chr11:30954397-31102704	ST_WT_GF	ST_WT_SPF	NOTEST	1.69268	1.55154	-0.125604	0	1	1	no
Chad	Chad	Chad	chr11:94557101-94601786	ST_WT_GF	ST_WT_SPF	NOTEST	0.0192999	0	-inf	0	1	1	no
Chadl	Chadl	Chadl	chr15:81663888-81697287	ST_WT_GF	ST_WT_SPF	NOTEST	0.956984	0.73836	-0.37417	0	1	1	no
Chaf1a	Chaf1a	Chaf1a	chr17:56040415-56068026	ST_WT_GF	ST_WT_SPF	NOTEST	0.44002	0.417016	-0.0774668	0	1	1	no
Chaf1b	Chaf1b	Chaf1b	chr16:93883900-93906106	ST_WT_GF	ST_WT_SPF	NOTEST	0.0364344	0.012966	-1.49056	0	1	1	no
Champ1	Champ1	Champ1	chr8:13869640-13881639	ST_WT_GF	ST_WT_SPF	OK	4.86352	6.16285	0.341599	0.402231	0.1489	0.835446	no
Chat	Chat	Chat	chr14:32408202-32465909	ST_WT_GF	ST_WT_SPF	NOTEST	1.74043	1.6883	-0.0438661	0	1	1	no
Chchd1	Chchd1	Chchd1	chr14:20702011-20704425	ST_WT_GF	ST_WT_SPF	OK	320.407	396.998	0.309226	0.333136	0.24415	0.92631	no
Chchd10	Chchd10	Chchd10	chr10:75935572-75940672	ST_WT_GF	ST_WT_SPF	OK	174.143	168.095	-0.0509903	-0.0668544	0.8119	0.999552	no
Chchd2	Chchd2	Chchd2	chr5:129881160-129887470	ST_WT_GF	ST_WT_SPF	OK	1527.63	1593.05	0.0604956	0.062839	0.82765	0.999552	no
Chchd3	Chchd3	Chchd3	chr6:32792226-33060152	ST_WT_GF	ST_WT_SPF	OK	15.1388	15.8497	0.0662106	0.0792936	0.77425	0.999552	no
Chchd4	Chchd4	Chchd4	chr6:91464275-91473423	ST_WT_GF	ST_WT_SPF	OK	50.3451	61.346	0.285116	0.353038	0.2099	0.903495	no
Chchd5	Chchd5	Chchd5	chr2:129129699-129134111	ST_WT_GF	ST_WT_SPF	OK	5.87827	6.34358	0.109905	0.110378	0.70135	0.999552	no
Chchd6	Chchd6	Chchd6	chr6:89383145-89595652	ST_WT_GF	ST_WT_SPF	OK	43.3355	49.3965	0.188859	0.244105	0.39635	0.997873	no
Chchd7	Chchd7	Chchd7	chr4:3938887-3951382	ST_WT_GF	ST_WT_SPF	OK	60.9097	69.114	0.182305	0.200121	0.49455	0.999552	no
Chd1	Chd1	Chd1	chr17:15704966-15772612	ST_WT_GF	ST_WT_SPF	NOTEST	2.5677	2.35732	-0.123331	0	1	1	no
Chd1l	Chd1l	Chd1l	chr3:97560747-97610190	ST_WT_GF	ST_WT_SPF	NOTEST	0.684261	1.05361	0.622718	0	1	1	no
Chd2	Chd2	Chd2	chr7:73426651-73558395	ST_WT_GF	ST_WT_SPF	OK	4.29396	3.32605	-0.3685	-0.396065	0.18355	0.878268	no
Chd3	Chd3	Chd3	chr11:69343272-69369426	ST_WT_GF	ST_WT_SPF	OK	21.1229	19.7191	-0.0992104	-0.114663	0.67945	0.999552	no
Chd3os	Chd3os	Chd3os	chr11:69340768-69342647	ST_WT_GF	ST_WT_SPF	OK	77.1465	74.0735	-0.0586433	-0.0756005	0.77535	0.999552	no
Chd4	Chd4	Chd4	chr6:125096162-125130501	ST_WT_GF	ST_WT_SPF	OK	19.9318	16.0428	-0.313144	-0.387203	0.17835	0.872468	no
Chd5	Chd5	Chd5	chr4:152338650-152390194	ST_WT_GF	ST_WT_SPF	OK	3.57779	3.14876	-0.184281	-0.218786	0.4522	0.999552	no
Chd6	Chd6	Chd6	chr2:160946977-161109086	ST_WT_GF	ST_WT_SPF	OK	4.67909	4.00617	-0.224001	-0.282741	0.3255	0.968779	no
Chd7	Chd7	Chd7	chr4:8690405-8868449	ST_WT_GF	ST_WT_SPF	NOTEST	0.828533	0.853856	0.0434338	0	1	1	no
Chd8	Chd8	Chd8	chr14:52198150-52237572	ST_WT_GF	ST_WT_SPF	OK	5.32433	4.14416	-0.361522	-0.466235	0.10055	0.761164	no
Chd9	Chd9	Chd9	chr8:90828834-91054508	ST_WT_GF	ST_WT_SPF	OK	4.9226	4.4364	-0.150032	-0.18555	0.51005	0.999552	no
Chdh	Chdh	Chdh	chr14:30008999-30527056	ST_WT_GF	ST_WT_SPF	NOTEST	0.173458	0.0938497	-0.886161	0	1	1	no
Chek1	Chek1	Chek1	chr9:36708481-36726658	ST_WT_GF	ST_WT_SPF	NOTEST	0.190614	0.130254	-0.549328	0	1	1	no
Chek2	Chek2	Chek2	chr5:110840016-110874133	ST_WT_GF	ST_WT_SPF	NOTEST	1.05671	1.07667	0.0269913	0	1	1	no
Cherp	Cherp	Cherp	chr8:72443879-72475233	ST_WT_GF	ST_WT_SPF	OK	5.67048	7.11563	0.32752	0.393391	0.17315	0.868434	no
Chfr	Chfr	Chfr	chr5:110135829-110176504	ST_WT_GF	ST_WT_SPF	OK	4.17579	3.58113	-0.221636	-0.243959	0.37345	0.989297	no
Chga	Chga	Chga	chr12:102554968-102565027	ST_WT_GF	ST_WT_SPF	OK	24.8585	25.6487	0.0451433	0.0591831	0.83325	0.999552	no
Chgb	Chgb	Chgb	chr2:132781277-132795072	ST_WT_GF	ST_WT_SPF	OK	46.4406	48.6175	0.0660893	0.0872444	0.75705	0.999552	no
Chia1	Chia1	Chia1	chr3:106113381-106132116	ST_WT_GF	ST_WT_SPF	NOTEST	1.4751	1.24786	-0.241366	0	1	1	no
Chic1	Chic1	Chic1	chrX:103356475-103396118	ST_WT_GF	ST_WT_SPF	OK	5.92347	5.31953	-0.155143	-0.20079	0.4708	0.999552	no
Chic2	Chic2	Chic2	chr5:75005003-75044641	ST_WT_GF	ST_WT_SPF	OK	9.21734	9.56818	0.0538934	0.0556219	0.84515	0.999552	no
Chid1	Chid1	Chid1	chr7:141475235-141539857	ST_WT_GF	ST_WT_SPF	OK	5.49401	6.04769	0.138525	0.170005	0.55035	0.999552	no
Chil1	Chil1	Chil1	chr1:134182403-134190031	ST_WT_GF	ST_WT_SPF	NOTEST	1.5482	1.69807	0.133297	0	1	1	no
Chil3	Chil3	Chil3	chr3:106147553-106167564	ST_WT_GF	ST_WT_SPF	NOTEST	0.0256179	0.16232	2.66362	0	1	1	no
Chil4	Chil4	Chil4	chr3:106201490-106219479	ST_WT_GF	ST_WT_SPF	NOTEST	0	0	0	0	1	1	no
Chil6	Chil6	Chil6	chr3:106387383-106406182	ST_WT_GF	ST_WT_SPF	NOTEST	0.558723	0.614285	0.136775	0	1	1	no
Chit1	Chit1	Chit1	chr1:134111241-134151540	ST_WT_GF	ST_WT_SPF	NOTEST	0.121317	0.224635	0.888797	0	1	1	no
Chka	Chka	Chka	chr19:3851772-3894369	ST_WT_GF	ST_WT_SPF	OK	3.6215	2.70837	-0.419161	-0.424793	0.1229	0.800576	no
Chkb	Chkb	Chkb	chr15:89416404-89429927	ST_WT_GF	ST_WT_SPF	NOTEST	3.16023	2.77637	-0.186826	0	1	1	no
ChkbCpt1b	ChkbCpt1b	ChkbCpt1b	chr15:89416404-89429927	ST_WT_GF	ST_WT_SPF	NOTEST	0.296798	0.373309	0.330891	0	1	1	no
Chl1	Chl1	Chl1	chr6:103510875-103733035	ST_WT_GF	ST_WT_SPF	OK	22.4638	25.1972	0.165663	0.18365	0.51665	0.999552	no
Chm	Chm	Chm	chrX:113040591-113185515	ST_WT_GF	ST_WT_SPF	OK	12.8299	13.2519	0.0466931	0.0605146	0.83495	0.999552	no
Chml	Chml	Chml	chr1:175662420-175692632	ST_WT_GF	ST_WT_SPF	NOTEST	0.889964	0.853707	-0.0600063	0	1	1	no
Chmp1a	Chmp1a	Chmp1a	chr8:123204260-123212788	ST_WT_GF	ST_WT_SPF	OK	25.7731	20.1625	-0.354191	-0.441246	0.1147	0.785319	no
Chmp1b	Chmp1b	Chmp1b	chr18:67088297-67245830	ST_WT_GF	ST_WT_SPF	OK	4.57021	4.06036	-0.170653	-0.051668	0.86515	0.999552	no
Chmp2a	Chmp2a	Chmp2a	chr7:13032005-13034777	ST_WT_GF	ST_WT_SPF	OK	83.3356	100.647	0.272303	0.360255	0.2173	0.909108	no
Chmp2b	Chmp2b	Chmp2b	chr16:65539132-65562697	ST_WT_GF	ST_WT_SPF	OK	25.1354	25.542	0.0231513	0.0275035	0.9207	0.999552	no
Chmp3	Chmp3	Chmp3	chr6:71543853-71581574	ST_WT_GF	ST_WT_SPF	OK	46.8105	48.8203	0.0606497	0.0799957	0.77605	0.999552	no
Chmp4b	Chmp4b	Chmp4b	chr2:154657025-154694783	ST_WT_GF	ST_WT_SPF	OK	108.205	127.102	0.232223	0.307082	0.27275	0.941193	no
Chmp4c	Chmp4c	Chmp4c	chr3:10366972-10391005	ST_WT_GF	ST_WT_SPF	NOTEST	0.0433423	0.126628	1.54674	0	1	1	no
Chmp5	Chmp5	Chmp5	chr4:40948552-40965302	ST_WT_GF	ST_WT_SPF	OK	90.0806	107.799	0.259057	0.295794	0.2885	0.950734	no
Chmp6	Chmp6	Chmp6	chr11:119602904-119928917	ST_WT_GF	ST_WT_SPF	OK	4.64011	4.95825	0.095672	0.0701257	0.8157	0.999552	no
Chmp7	Chmp7	Chmp7	chr14:69716978-69732570	ST_WT_GF	ST_WT_SPF	OK	8.36043	7.7972	-0.100621	-0.12206	0.6698	0.999552	no
Chn1	Chn1	Chn1	chr2:73596525-73775346	ST_WT_GF	ST_WT_SPF	OK	122.072	118.708	-0.0403073	-0.0477946	0.86705	0.999552	no
Chn1os3	Chn1os3	Chn1os3	chr2:73596525-73775346	ST_WT_GF	ST_WT_SPF	NOTEST	2.9545	2.6053	-0.181465	0	1	1	no
Chn2	Chn2	Chn2	chr6:54039931-54430221	ST_WT_GF	ST_WT_SPF	OK	16.9572	17.5592	0.0503241	0.0592061	0.84465	0.999552	no
Chodl	Chodl	Chodl	chr16:78930947-78951728	ST_WT_GF	ST_WT_SPF	NOTEST	1.82952	2.1548	0.236086	0	1	1	no
Chordc1	Chordc1	Chordc1	chr9:18292266-18314000	ST_WT_GF	ST_WT_SPF	OK	18.9275	20.5586	0.119257	0.154085	0.578	0.999552	no
Chp1	Chp1	Chp1	chr2:119547706-119587022	ST_WT_GF	ST_WT_SPF	OK	21.6811	22.5351	0.0557368	0.0734126	0.8012	0.999552	no
Chp2	Chp2	Chp2	chr7:122219495-122222539	ST_WT_GF	ST_WT_SPF	NOTEST	0.60153	0.260386	-1.20798	0	1	1	no
Chpf	Chpf	Chpf	chr1:75474568-75479471	ST_WT_GF	ST_WT_SPF	OK	9.22016	8.47943	-0.120824	-0.146929	0.60385	0.999552	no
Chpf2	Chpf2	Chpf2	chr5:24586749-24592486	ST_WT_GF	ST_WT_SPF	NOTEST	1.46396	1.45048	-0.0133477	0	1	1	no
Chpt1	Chpt1	Chpt1	chr10:88459586-88503970	ST_WT_GF	ST_WT_SPF	OK	4.2337	4.09966	-0.046413	-0.038094	0.89995	0.999552	no
Chrac1	Chrac1	Chrac1	chr15:73090411-73094075	ST_WT_GF	ST_WT_SPF	OK	13.7826	14.4826	0.0714638	0.078405	0.77555	0.999552	no
Chrd	Chrd	Chrd	chr16:20724453-20742384	ST_WT_GF	ST_WT_SPF	NOTEST	0.377199	0.402501	0.0936666	0	1	1	no
Chrdl1	Chrdl1	Chrdl1	chrX:143285673-143394262	ST_WT_GF	ST_WT_SPF	NOTEST	0.614869	0.784092	0.350744	0	1	1	no
Chrdl2	Chrdl2	Chrdl2	chr7:100006403-100034726	ST_WT_GF	ST_WT_SPF	NOTEST	0.0284869	0	-inf	0	1	1	no
Chrm1	Chrm1	Chrm1	chr19:8664004-8683602	ST_WT_GF	ST_WT_SPF	OK	5.86452	5.47782	-0.0984109	-0.125954	0.65615	0.999552	no
Chrm2	Chrm2	Chrm2	chr6:36333137-36524774	ST_WT_GF	ST_WT_SPF	NOTEST	1.48895	1.11404	-0.418494	0	1	1	no
Chrm3	Chrm3	Chrm3	chr13:9876612-10360803	ST_WT_GF	ST_WT_SPF	NOTEST	0.931805	0.693947	-0.425203	0	1	1	no
Chrm4	Chrm4	Chrm4	chr2:91922188-91932297	ST_WT_GF	ST_WT_SPF	NOTEST	2.71201	1.62866	-0.73568	0	1	1	no
Chrm5	Chrm5	Chrm5	chr2:112479071-112480817	ST_WT_GF	ST_WT_SPF	NOTEST	0	0.0435953	inf	0	1	1	no
Chrna1	Chrna1	Chrna1	chr2:73563280-73580338	ST_WT_GF	ST_WT_SPF	NOTEST	1.98807	1.45378	-0.451553	0	1	1	no
Chrna10	Chrna10	Chrna10	chr7:102111265-102116713	ST_WT_GF	ST_WT_SPF	NOTEST	0.0433418	0.0813714	0.908762	0	1	1	no
Chrna2	Chrna2	Chrna2	chr14:66140959-66152948	ST_WT_GF	ST_WT_SPF	NOTEST	0.0265447	0.0774109	1.54411	0	1	1	no
