Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	18386818	Reduced expression of IL-18 is a marker of ultraviolet radiation-induced melanomas.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	28582866	Neurodegenerative Markers are Increased in Postmortem BA21 Tissue from African Americans with Alzheimer's Disease.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	22106342	The Sumo-targeted ubiquitin ligase RNF4 regulates the localization and function of the HTLV-1 oncoprotein Tax.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	RNF4
Pubmed	3005251	Structural comparisons between mouse and human prealbumin.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	21177754	Highly reactive anti-myelin oligodendrocyte glycoprotein antibodies differentiate demyelinating diseases from viral encephalitis in children.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MOG
Pubmed	8428915	The x-ray crystal structure refinements of normal human transthyretin and the amyloidogenic Val-30-->Met variant to 1.7-A resolution.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	28118986	IgG1-iS18 impedes the adhesive and invasive potential of early and late stage malignant melanoma cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	RPSA
Pubmed	12876326	Identification of S-sulfonation and S-thiolation of a novel transthyretin Phe33Cys variant from a patient diagnosed with familial transthyretin amyloidosis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	10727468	Internalization of Leishmania mexicana complex amastigotes via the Fc receptor is required to sustain infection in murine cutaneous leishmaniasis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	8912885	Altered kinetics of CD4+ T cell proliferation and interferon-gamma production in the absence of CD8+ T lymphocytes in virus-infected beta2-microglobulin-deficient mice.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	1755959	Similarity between the amino-terminal portion of mammalian 58-kD sterol carrier protein (SCPx) and Escherichia coli acetyl-CoA acyltransferase: evidence for a gene fusion in SCPx.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	SCP2
Pubmed	24935632	IL-18 gene polymorphisms in aphthous stomatitis vs. Behçet's disease in a cohort of Egyptian patients.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	31313057	Association Between Cystatin C and the Risk of Ischemic Stroke: a Systematic Review and Meta-analysis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	17984289	IL-18 is a key proximal mediator of contact hypersensitivity and allergen-induced Langerhans cell migration in murine epidermis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	31367000	Neuroprotection mediated by cystatin C-loaded extracellular vesicles.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	12565832	Human sensitive to apoptosis gene protein inhibits peroxynitrite-induced DNA damage.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	RNF7
Pubmed	12111822	Immunoglobulin Fc gamma receptor promotes immunoglobulin uptake, immunoglobulin-mediated calcium increase, and neurotransmitter release in motor neurons.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	30185230	The Trem2 R47H Alzheimer's risk variant impairs splicing and reduces Trem2 mRNA and protein in mice but not in humans.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	30033062	The role of TREM2 in Alzheimer's disease and other neurodegenerative disorders.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	19487416	Spontaneous relapsing-remitting EAE in the SJL/J mouse: MOG-reactive transgenic T cells recruit endogenous MOG-specific B cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MOG
Pubmed	10694917	Transthyretin Ile73Val is associated with familial amyloidotic polyneuropathy in a Bangladeshi family. Mutations in brief no. 158. Online.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	20111957	IL-18 inhibits TNF-alpha-induced osteoclastogenesis possibly via a T cell-independent mechanism in synergy with IL-12 in vivo.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	17376821	"Humanized" HLA transgenic NOD mice to identify pancreatic beta cell autoantigens of potential clinical relevance to type 1 diabetes.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	32152949	Siglecs that Associate with DAP12.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TYROBP
Pubmed	21832842	Interleukin-18 promoter polymorphism and development of antibodies to surface antigen of hepatitis B virus in hemodialysis patients.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	24416164	Lipoprotein-associated phospholipase A2 is associated with atherosclerotic stroke risk: the Northern Manhattan Study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	15896332	Beta2-microglobulin required for cell surface expression of blastocyst MHC.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	17043297	Increased cerebrospinal fluid and serum levels of S100B in first-onset schizophrenia are not related to a degenerative release of glial fibrillar acidic protein, myelin basic protein and neurone-specific enolase from glia or neurones.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	24922346	Hypoxia-induced changes in protein s-nitrosylation in female mouse brainstem.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	ADH5
Pubmed	24995282	The relationship between interleukin-18 polymorphisms and allergic disease: a meta-analysis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	22091638	Dissecting the structure, thermodynamic stability, and aggregation properties of the A25T transthyretin (A25T-TTR) variant involved in leptomeningeal amyloidosis: identifying protein partners that co-aggregate during A25T-TTR fibrillogenesis in cerebrospinal fluid.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	24442438	Anti-CD79 antibody induces B cell anergy that protects against autoimmunity.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	12093533	Molecular and fluorescent sterol approaches to probing lysosomal membrane lipid dynamics.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	SCP2
Pubmed	28143956	Correlation between serum S100? protein levels and cognitive dysfunction in patients with cerebral small vessel disease: a case-control study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	8611721	Induction of the chemotactic S100 protein, CP-10, in monocyte/macrophages by lipopolysaccharide.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	25078067	Carriage of the V279F homozygous genotype, a rare allele, within the gene encoding Lp-PLA2 leads to changes in circulating intermediate metabolites in individuals without metabolic syndrome.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	23855984	Insights into TREM2 biology by network analysis of human brain gene expression data.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	23855982	Assessment of TREM2 rs75932628 association with Alzheimer's disease in a population-based sample: the Cache County Study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	14688379	Antibody cross-reactivity between myelin oligodendrocyte glycoprotein and the milk protein butyrophilin in multiple sclerosis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MOG
Pubmed	31266264	S100B Protein Stimulates Proliferation and Angiogenic Mediators Release through RAGE/pAkt/mTOR Pathway in Human Colon Adenocarcinoma Caco-2 Cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	15178407	Beta-adrenergic stimulation induces interleukin-18 expression via beta2-AR, PI3K, Akt, IKK, and NF-kappaB.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	17442853	An impaired breeding phenotype in mice with a genetic deletion of beta-2 microglobulin and diminished MHC class I expression: role in reproductive fitness.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	26907191	Age-dependent increase of blood-brain barrier permeability and neuron-binding autoantibodies in S100B knockout mice.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	30024915	Association of maternal uric acid and cystatin C serum concentrations with maternal and neonatal cardiovascular risk markers and neonatal body composition: The Ulm SPATZ Health Study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	15667222	Critical balance of electrostatic and hydrophobic interactions is required for beta 2-microglobulin amyloid fibril growth and stability.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	11982587	Ganglioside expression in tissues of mice lacking beta2-microglobulin.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	29342149	Low expression of IL-18 and IL-18 receptor in human skeletal muscle is associated with systemic and intramuscular lipid metabolism-Role of HIV lipodystrophy.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	28586363	Preoperative serum cystatin-C as a potential biomarker for prognosis of renal cell carcinoma.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	25165880	Magmas functions as a ROS regulator and provides cytoprotection against oxidative stress-mediated damages.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PAM16
Pubmed	30653241	A Japanese Case of Galli-Galli Disease due to a Previously Unreported POGLUT1 Mutation.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	POGLUT1
Pubmed	31345573	Depletion of gamma-glutamylcyclotransferase inhibits cancer cell growth by activating the AMPK-FOXO3a-p21 axis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	GGCT
Pubmed	29078279	Electron leak from NDUFA13 within mitochondrial complex I attenuates ischemia-reperfusion injury via dimerized STAT3.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	NDUFA13
Pubmed	2040620	Human plasma platelet-activating factor acetylhydrolase. Oxidatively fragmented phospholipids as substrates.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	1656975	New mutant gene (transthyretin Arg 58) in cases with hereditary polyneuropathy detected by non-isotope method of single-strand conformation polymorphism analysis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	12385742	The impact of Fcgamma receptors on Staphylococcus aureus infection.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	27974666	Early changes in CSF sTREM2 in dominantly inherited Alzheimer's disease occur after amyloid deposition and neuronal injury.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	25356553	The ESAT-6 protein of Mycobacterium tuberculosis interacts with beta-2-microglobulin (?2M) affecting antigen presentation function of macrophage.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	21817190	Relationship between polymorphisms of the inosine triphosphatase gene and anaemia or outcome after treatment with pegylated interferon and ribavirin.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	ITPA
Pubmed	18502835	DNA vaccination induces WT1-specific T-cell responses with potential clinical relevance.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	12038606	Serum concentration of cystatin C is not affected by cellular proliferation in patients with proliferative haematological disorders.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	16339124	Potential role of interleukin-18 in liver disease associated with insulin resistance.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	25152594	Serum beta 2-microglobulin as a biomarker in inflammatory bowel disease.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	28478513	FRET studies of various conformational states adopted by transthyretin.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	10199391	HIV Tat represses transcription of the beta 2-microglobulin promoter.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	1867256	Prenatal diagnosis of hereditary amyloidosis in a Portuguese family.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	21375557	Regulation of NK92-MI cell cytotoxicity by substance P.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TAC1
Pubmed	28075349	Transthyretin: A Transporter Protein Essential for Proliferation of Myoblast in the Myogenic Program.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	24286318	Enhancement of phagocytosis and cytotoxicity in macrophages by tumor-derived IL-18 stimulation.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	1301926	Two transthyretin variants (TTR Ala-49 and TTR Gln-89) in two Sicilian kindreds with hereditary amyloidosis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	16081649	Thioredoxin-like domain of human kappa class glutathione transferase reveals sequence homology and structure similarity to the theta class enzyme.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	GSTK1
Pubmed	26969427	[Brain damage after general anesthesia].	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	16816831	Substance P plasma concentration during the LH preovulatory surge of the menstrual cycle in the human.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TAC1
Pubmed	23130680	Morphologic, flow cytometric, functional, and molecular analyses of S100B positive lymphocytes, unique cytotoxic lymphocytes containing S100B protein.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	8784093	A new family with hyperthyroxinemia caused by transthyretin Val109 misdiagnosed as thyrotoxicosis and resistance to thyroid hormone--a clinical research center study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	17658892	The anti-apoptotic protein PEA-15 is a tight binding inhibitor of ERK1 and ERK2, which blocks docking interactions at the D-recruitment site.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PEA15
Pubmed	10843730	Porcine interleukin 18: cloning, characterization of the cDNA and expression with the baculovirus system.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	27693925	Low serum prealbumin levels in post-stroke depression.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	27743042	Serum cystatin C for acute kidney injury evaluation in children treated with aminoglycosides.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	23089916	Structural basis of specific interactions of Lp-PLA2 with HDL revealed by hydrogen deuterium exchange mass spectrometry.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	25114293	Triggering receptor expressed on myeloid cells 2 (TREM2) promotes adipogenesis and diet-induced obesity.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	3755524	Amino acid sequence of the testosterone-regulated mouse kidney RP2 protein deduced from its complementary DNA sequence.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	NUDT19
Pubmed	10704770	Transthyretin binds amyloid beta peptides, Abeta1-42 and Abeta1-40 to form complex in the autopsied human kidney - possible role of transthyretin for abeta sequestration.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	18270265	The tumour-associated antigen L6 (L6-Ag) is recruited to the tetraspanin-enriched microdomains: implication for tumour cell motility.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TM4SF1
Pubmed	23279339	Transthyretin-related familial amyloidotic polyneuropathy: description of a cohort of patients with Leu64 mutation and late onset.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	32167139	DsbA-L deficiency exacerbates mitochondrial dysfunction of tubular cells in diabetic kidney disease.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	GSTK1
Pubmed	31063510	Role of beta-2-microglobulin as a biomarker in very preterm and extremely preterm infants with CNS inflammation.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	23853312	Association of epigenetic alterations in the human C7orf24 gene with the aberrant gene expression in malignant cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	GGCT
Pubmed	16503654	Three-dimensional structure of neuropeptide k bound to dodecylphosphocholine micelles.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TAC1
Pubmed	7582813	Spatial exploration in transgenic mice expressing human beta-S100.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	23123554	Renal tubulointerstitial damage is associated with short-term cardiovascular events in patients with myocardial infarction.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	21838916	The first report of RPSA polymorphisms, also called 37/67 kDa LRP/LR gene, in sporadic Creutzfeldt-Jakob disease (CJD).	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	RPSA
Pubmed	8755516	Expression cloning of the Golgi CMP-sialic acid transporter.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	SLC35A1
Pubmed	11390489	Fc receptor-mediated phagocytosis makes a significant contribution to clearance of influenza virus infections.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	16917543	FcgammaRIII engagement provides activating signals to NKT cells in antibody-induced joint inflammation.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	FCER1G
Pubmed	30624775	Protein modeling, molecular network and molecular dynamics study of newly sequenced interleukin-18 (IL-18) gene in Mus musculus.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	26030755	Impaired Fracture Healing Caused by Deficiency of the Immunoreceptor Adaptor Protein DAP12.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TYROBP
Pubmed	22426688	Prognostic significance of serum cystatin C in multiple myeloma.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	25344529	Comparison of Serum Cystatin C and Creatinine Level Changes for Prognosis of Patients After Peripheral Arterial Angiography.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	28165327	ITPase activity modulates the severity of anaemia in HCV-related cirrhosis treated with ribavirin-containing interferon-free regimens.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	ITPA
Pubmed	24574216	Gene associated with retinoid-interferon-induced mortality 19 attenuates murine autoimmune arthritis by regulation of th17 and treg cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	NDUFA13
Pubmed	8427599	Inhibition of CMP-sialic acid transport in human liver and colorectal cancer cell lines by a sialic acid nucleoside conjugate (KI-8110).	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	SLC35A1
Pubmed	6487634	Purification, characterization and ion binding properties of human brain S100b protein.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	22693999	Hereditary systemic amyloidosis due to Asp76Asn variant ?2-microglobulin.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	15009661	Transthyretin is involved in depression-like behaviour and exploratory activity.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	17907957	Interleukin-18: a pro-inflammatory cytokine that plays an important role in acute pancreatitis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	2449162	The reduction of aromatic alpha-keto acids by cytoplasmic malate dehydrogenase and lactate dehydrogenase.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MDH1
Pubmed	17668246	Effect of malnutrition on serum creatinine and cystatin C levels.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	16340181	Urinary S-100B concentrations in term and preterm infants at risk for brain damage.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	24786642	The impairment of MAGMAS function in human is responsible for a severe skeletal dysplasia.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PAM16
Pubmed	15810011	Enhanced susceptibility of S-100B transgenic mice to neuroinflammation and neuronal dysfunction induced by intracerebroventricular infusion of human beta-amyloid.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	22228785	Natural history of transthyretin Val30Met familial amyloid polyneuropathy: analysis of late-onset cases from non-endemic areas.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	18982242	The effects of gender and numbers of depressive episodes on serum S100B levels in patients with major depression.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	26704436	Genetic analysis of TREM2 variants in Chinese Han patients with sporadic Parkinson's disease.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	17597334	Interleukin-18 as a mediator of systemic juvenile idiopathic arthritis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	24760000	Limited utility of ITPA deficiency to predict early anemia in HCV patients with advanced fibrosis receiving Telaprevir.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	ITPA
Pubmed	19468240	S100B serum levels and word memory processing in remitted major depression as reflected by brain potentials.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	9192660	The three-dimensional structure of an H-2Ld-peptide complex explains the unique interaction of Ld with beta-2 microglobulin and peptide.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	12044447	Up-regulation of cystatin C expression in the murine hippocampus following perforant path transections.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	CST3
Pubmed	19824733	K3 fragment of amyloidogenic beta(2)-microglobulin forms ion channels: implication for dialysis related amyloidosis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	9382863	The mammalian protein (rbet1) homologous to yeast Bet1p is primarily associated with the pre-Golgi intermediate compartment and is involved in vesicular transport from the endoplasmic reticulum to the Golgi apparatus.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	BET1
Pubmed	18181515	Evaluation of an alternative S100b assay for use in cardiac surgery: relationship with microemboli and neuropsychological outcome.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	23906311	Environmental factors determine DAP12 deficiency to either enhance or suppress immunopathogenic processes.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TYROBP
Pubmed	28592261	TREM2 protects against cerebral ischemia/reperfusion injury.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	21172866	Substance P is a key mediator of stress-induced protection from allergic sensitization via modified antigen presentation.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TAC1
Pubmed	22982200	Cerebrospinal fluid S100B levels reflect symptoms of depression in patients with non-inflammatory neurological disorders.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	23876060	Novel pathogenic epitopes of myelin oligodendrocyte glycoprotein induce experimental autoimmune encephalomyelitis in C57BL/6 mice.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MOG
Pubmed	19216510	Formation of monomeric S100B and S100A11 proteins at low ionic strength.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	1711497	Cellular transcripts encoded at a locus which permits retrovirus expression in mouse embryonic cells.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	RPL3
Pubmed	21727189	The immunoreceptor adapter protein DAP12 suppresses B lymphocyte-driven adaptive immune responses.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TYROBP
Pubmed	28563699	Stability and crystal structures of His88 mutant human transthyretins.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	19900154	The effect of exercise on serum levels of interleukin-18 and components of the metabolic syndrome.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	18801425	Beta2-microglobulin abnormalities in antipsychotic-naïve schizophrenia: evidence for immune pathogenesis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	11389474	Protein-protein interactions, cytoskeletal regulation and neuronal migration.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	8006596	Class I dependence of the development of CD4+ CD8- NK1.1+ thymocytes.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
Pubmed	11522775	GRIM-19, a cell death regulatory gene product, is a subunit of bovine mitochondrial NADH:ubiquinone oxidoreductase (complex I).	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	NDUFA13
Pubmed	19205880	S100beta protein expression: gender- and age-related daily changes.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	16130282	Transthyretin (prealbumin) in eye structures and variation of vitreous-transthyretin in diseases.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	31236414	Lipoprotein-Associated Phospholipase A2 Activity and Mass as Independent Risk Factor of Stroke: A Meta-Analysis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	PLA2G7
Pubmed	17062384	Biochemical characterization of vitreous and cardiac amyloid in Ile84Ser transthyretin amyloidosis.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TTR
Pubmed	8367453	Myelin/oligodendrocyte glycoprotein is a member of a subset of the immunoglobulin superfamily encoded within the major histocompatibility complex.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	MOG
Pubmed	16373926	Circulating levels of interleukin-18 independent of body fat and fat-free mass: results from the MONICA/KORA study.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	IL18
Pubmed	21146588	Normal delay eyeblink conditioning in mice devoid of astrocytic S100B.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	S100B
Pubmed	29689568	Upregulation of TREM2 Ameliorates Neuroinflammatory Responses and Improves Cognitive Deficits Triggered by Surgical Trauma in Appswe/PS1dE9 Mice.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	TREM2
Pubmed	8006585	Thymic selection of CD8+ single positive cells with a class II major histocompatibility complex-restricted receptor.	Pubmed	2.695E-3	1.000E0	6.089E-3	5.939E-2	1	1	B2M
