Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	24200817	Decreased rabphilin 3A immunoreactivity in Alzheimer's disease is associated with A? burden.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	RPH3A
Pubmed	27417517	The Role of BDNF in Age-Dependent Changes of Excitatory and Inhibitory Synaptic Markers in the Human Prefrontal Cortex.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15976317	Heat shock protein 27 is associated with freedom from graft vasculopathy after human cardiac transplantation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	21847107	SIRT6 is required for maintenance of telomere position effect in human cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SIRT6
Pubmed	24370885	Inhibition of human glioma U251 cells growth in vitro and in vivo by hydroxyapatite nanoparticle-assisted delivery of short hairpin RNAs against SATB1.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SATB1
Pubmed	14673216	Association study of a brain-derived neurotrophic-factor genetic polymorphism and mood disorders, age of onset and suicidal behavior.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	17341678	Transgenic expression of a dominant negative K(ATP) channel subunit in the mouse endothelium: effects on coronary flow and endothelin-1 secretion.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	KCNJ8
Pubmed	25969538	Calreticulin and Arginylated Calreticulin Have Different Susceptibilities to Proteasomal Degradation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	15087387	Dickkopf 3 inhibits invasion and motility of Saos-2 osteosarcoma cells by modulating the Wnt-beta-catenin pathway.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	DKK3
Pubmed	24427339	The M2 polarization of macrophage induced by fractalkine in the endometriotic milieu enhances invasiveness of endometrial stromal cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CX3CL1
Pubmed	17074054	Dietary restriction changes behaviours in brain-derived neurotrophic factor heterozygous mice: role of serotonergic system.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	27105157	A loss-of-function variant in OSBPL1A predisposes to low plasma HDL cholesterol levels and impaired cholesterol efflux capacity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	OSBPL1A
Pubmed	20067661	Exercise-induced normalization of decreased BDNF serum concentration in elderly women with remitted major depression.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15340364	Genotyping in 46 patients with tentative diagnosis of Treacher Collins syndrome revealed unexpected phenotypic variation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TCOF1
Pubmed	22966073	The core cysteines, (C909) of islet antigen-2 and (C945) of islet antigen-2?, are crucial to autoantibody binding in type 1 diabetes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	PTPRN
Pubmed	26970082	Temperature homeostasis in mice lacking the p43 mitochondrial T3 receptor.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	THRA
Pubmed	22800960	Brain-derived neurotrophic factor enhances the contraction of intestinal muscle strips induced by SP and CGRP in mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	20811679	SATB1 is an independent prognostic marker for gastric cancer in a Chinese population.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SATB1
Pubmed	19339362	Zeroing in on a schizophrenia gene: a new tool to assess the probability.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NOS1AP
Pubmed	25068507	High resolution melting analysis: a rapid and accurate method to detect CALR mutations.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	25672685	[Neurofascin: a novel target for combined central and peripheral demyelination].	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NFASC
Pubmed	30855519	Haploinsufficiency of the brain-derived neurotrophic factor gene is associated with reduced pain sensitivity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	18234732	Mouse Hyal3 encodes a 45- to 56-kDa glycoprotein whose overexpression increases hyaluronidase 1 activity in cultured cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HYAL3
Pubmed	26359639	Chd5 Regulates MuERV-L/MERVL Expression in Mouse Embryonic Stem Cells Via H3K27me3 Modification and Histone H3.1/H3.2.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CHD5
Pubmed	31951637	Protective role of brain derived neurotrophic factor (BDNF) in obstructive sleep apnea syndrome (OSAS) patients.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15664790	Brain-derived neurotrophic factor supports facial motoneuron survival after facial nerve transection in immunodeficient mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	2583110	Multiple zones in the sequence of calreticulin (CRP55, calregulin, HACBP), a major calcium binding ER/SR protein.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	3874230	The wasted mutant mouse. I. An animal model of secretory IgA deficiency with normal serum IgA.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EEF1A2
Pubmed	27453224	Clinical Manifestation of Calreticulin Gene Mutations in Essential Thrombocythemia without Janus Kinase 2 and MPL Mutations: A Chinese Cohort Clinical Study.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	21909836	Heat shock protein 27 is associated with better nerve function and fewer signs of neuropathy.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	24849362	Involvement of BDNF signaling transmission from basolateral amygdala to infralimbic prefrontal cortex in conditioned taste aversion extinction.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	22477643	Association between BDNF Val66Met polymorphism and cognitive performance in antipsychotic-naïve patients with schizophrenia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	10023774	RFLAT-1: a new zinc finger transcription factor that activates RANTES gene expression in T lymphocytes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	KLF13
Pubmed	26863619	A Non-Synonymous Single Nucleotide Polymorphism in the HJURP Gene Associated with Susceptibility to Hepatocellular Carcinoma among Chinese.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HJURP
Pubmed	20533354	Mice deficient in brain-derived neurotrophic factor have altered development of gastric vagal sensory innervation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	10934195	Regulation of AP1 (Jun/Fos) factor expression and activation in ovarian granulosa cells. Relation of JunD and Fra2 to terminal differentiation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	JUND
Pubmed	21163860	WNT4 is a key regulator of normal postnatal uterine development and progesterone signaling during embryo implantation and decidualization in the mouse.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	WNT4
Pubmed	23247064	The BDNF val(66)met polymorphism is not related to motor function or short-term cortical plasticity in elderly subjects.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	24572097	BDNF Val66Met polymorphism is associated with abnormal interhemispheric transfer of a newly acquired motor skill.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	12183616	Neuroscience. It takes more than two to Nogo.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	RTN4R
Pubmed	10022432	Thyroid receptor alpha1 and alpha2 mutations in nonfunctioning pituitary tumors.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	THRA
Pubmed	30287093	Nuclear Factor One X in Development and Disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NFIX
Pubmed	27466515	Identification of SATB1 as a Specific Biomarker for Lymph Node Metastasis in Colorectal Cancer.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SATB1
Pubmed	22004109	Heat shock protein 27 as a prognostic and predictive biomarker in pancreatic ductal adenocarcinoma.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	22209255	Aberrant heart rate and brainstem brain-derived neurotrophic factor (BDNF) signaling in a mouse model of Huntington's disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	29729168	Changes in cholecystokinin level in patients with gastroesophageal reflux disease on the background of type II diabetes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CCK
Pubmed	23142982	Noncanonical G recognition mediates KSRP regulation of let-7 biogenesis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	KHSRP
Pubmed	25933507	Differential effects of BDNF val(66)met in repetitive associative learning paradigms.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	10072791	Fjx1, the murine homologue of the Drosophila four-jointed gene, codes for a putative secreted protein expressed in restricted domains of the developing and adult brain.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	FJX1
Pubmed	28575198	Autoantibodies to nodal isoforms of neurofascin in chronic inflammatory demyelinating polyneuropathy.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NFASC
Pubmed	24200887	Wnt4 is overexpressed in human pituitary adenomas and is associated with tumor invasion.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	WNT4
Pubmed	22307622	Dickkopf-3, an immune modulator in peripheral CD8 T-cell tolerance.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	DKK3
Pubmed	26431426	Proteomic Characterization of Annexin l (ANX1) and Heat Shock Protein 27 (HSP27) as Biomarkers for Invasive Hepatocellular Carcinoma Cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	20616171	Genetic variation of DKK3 may modify renal disease severity in ADPKD.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	DKK3
Pubmed	24211537	Social isolation after stroke leads to depressive-like behavior and decreased BDNF levels in mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	20570369	CX3CL1-induced modulation at CA1 synapses reveals multiple mechanisms of EPSC modulation involving adenosine receptor subtypes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CX3CL1
Pubmed	23201774	SIRT6 protects human endothelial cells from DNA damage, telomere dysfunction, and senescence.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SIRT6
Pubmed	23605004	Induction of death receptor 5 expression in tumor vasculature by perifosine restores the vascular disruption activity of TRAIL-expressing CD34(+) cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TNFRSF10B
Pubmed	21605064	BDNF serum concentrations show no relationship with diagnostic group or medication status in neurodegenerative disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	30275048	EF Hand Domain Family Member D2 Is Required for T Cell Cytotoxicity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EFHD2
Pubmed	23632636	Early growth response protein-1 mediates lipotoxicity-associated placental inflammation: role in maternal obesity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EGR1
Pubmed	31312026	EGR1 regulates angiogenic and osteoclastogenic factors in prostate cancer and promotes metastasis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EGR1
Pubmed	27036911	The C-Terminal Acidic Region of Calreticulin Mediates Phosphatidylserine Binding and Apoptotic Cell Phagocytosis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	18809835	CDKL5 mutations in boys with severe encephalopathy and early-onset intractable epilepsy.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CDKL5
Pubmed	12768078	Nephrogenesis regulated by Wnt signaling.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	WNT4
Pubmed	12482751	Expression of dominant-negative Fas-associated death domain blocks human keratinocyte apoptosis and vesication induced by sulfur mustard.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	FADD
Pubmed	19497313	Cholecystokinin action on layer 6b neurons in somatosensory cortex.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CCK
Pubmed	18628679	Brain-derived neurotrophic factor polymorphisms and frontal cortex morphology in schizophrenia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	19583773	Subcellular compartmentalization of FADD as a new level of regulation in death receptor signaling.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	FADD
Pubmed	7864876	Cloning and functional expression of human endothelin-converting enzyme cDNA.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	ECE1
Pubmed	28131827	Long noncoding RNA BDNF-AS is a potential biomarker and regulates cancer development in human retinoblastoma.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15183196	Thioredoxin reductase 1 is upregulated in atherosclerotic plaques: specific induction of the promoter in human macrophages by oxidized low-density lipoproteins.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TXNRD1
Pubmed	26407757	Interaction of BDNF with cytokines in chronic schizophrenia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	26922429	Epigallocatechin-3-gallate inhibits transforming-growth-factor-?1-induced collagen synthesis by suppressing early growth response-1 in human buccal mucosal fibroblasts.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EGR1
Pubmed	15459944	Association study between brain-derived neurotrophic factor gene polymorphisms and methamphetamine abusers in Japan.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	19497300	Crystal structure of human mitochondrial acyl-CoA thioesterase (ACOT2).	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	ACOT2
Pubmed	15340356	Endothelin-converting enzyme-1 is expressed in human cerebral cortex and protects against Alzheimer's disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	ECE1
Pubmed	23154927	Age-dependent deficits in fear learning in heterozygous BDNF knock-out mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	18593506	Genetic and expression analyses reveal elevated expression of syntaxin 1A ( STX1A) in high functioning autism.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	STX1A
Pubmed	19884612	Orbitofrontal cortex and drug use during adolescence: role of prenatal exposure to maternal smoking and BDNF genotype.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	8554614	Thioredoxin-linked peroxidase from human red blood cell: evidence for the existence of thioredoxin and thioredoxin reductase in human red blood cell.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TXNRD1
Pubmed	23535532	Estradiol differentially regulates calreticulin: a potential link with abnormal T cell function in systemic lupus erythematosus?	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	22306302	Neurofascin: a switch between neuronal plasticity and stability.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NFASC
Pubmed	21331761	Rim1 modulates direct G-protein regulation of Ca(v)2.2 channels.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	RIMS1
Pubmed	19279216	Neurodegeneration mutations in dynactin impair dynein-dependent nuclear migration.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	DCTN1
Pubmed	24849318	Differential expression and sex chromosome association of CHD3/4 and CHD5 during spermatogenesis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CHD5
Pubmed	21245308	Zinc transporter ZnT-3 regulates presynaptic Erk1/2 signaling and hippocampus-dependent memory.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SLC30A3
Pubmed	9384576	Co-localization of HIV-1 Nef with the AP-2 adaptor protein complex correlates with Nef-induced CD4 down-regulation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	AP2B1
Pubmed	15026413	Beta-synuclein regulates Akt activity in neuronal cells. A possible mechanism for neuroprotection in Parkinson's disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SNCB
Pubmed	19473353	Brain-derived neurotrophic factor and risk for primary adult-onset cranial-cervical dystonia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	24608543	A conserved BDNF, glutamate- and GABA-enriched gene module related to human depression identified by coexpression meta-analysis and DNA variant genome-wide association studies.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	12480128	BDNF mRNA expression during postnatal development, maturation and aging of the human prefrontal cortex.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	17303333	Syntaxin 1A occludes GABA(B) receptor-induced inhibition of exocytosis downstream of Ca(2+) entry in mouse hippocampal neurons.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	STX1A
Pubmed	20595686	The role of SATB1 in breast cancer pathogenesis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SATB1
Pubmed	28128226	Low level of swiprosin-1/EFhd2 in vestibular nuclei of spontaneously hypersensitive motion sickness mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EFHD2
Pubmed	23357445	Gray matter volume in adolescent anxiety: an impact of the brain-derived neurotrophic factor Val(66)Met polymorphism?	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	22379239	The BDNF Val66Met polymorphism modulates sleep intensity: EEG frequency- and state-specificity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15589122	Screening for mutations in the WNT-4 gene in patients with 46,XX true hermaphroditism.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	WNT4
Pubmed	21271676	Proteomic profiling of cerebrospinal fluid identifies prostaglandin D2 synthase as a putative biomarker for pediatric medulloblastoma: A pediatric brain tumor consortium study.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	PTGDS
Pubmed	23151060	Respiratory and sleep disorders in female children with atypical Rett syndrome caused by mutations in the CDKL5 gene.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CDKL5
Pubmed	9099943	The E-selectin-ligand ESL-1 is located in the Golgi as well as on microvilli on the cell surface.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	GLG1
Pubmed	11719503	Functional characterization of ProSAAS: similarities and differences with 7B2.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	PCSK1N
Pubmed	22931410	Interacting effect of BDNF Val66Met polymorphism and stressful life events on adolescent depression.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	28877479	The Prohormone VGF Regulates ? Cell Function via Insulin Secretory Granule Biogenesis.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	VGF
Pubmed	22138429	Neurotensin induced Egr-1 activity is altered in the postpartum period in mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EGR1
Pubmed	27526567	High-Intensity Locomotor Exercise Increases Brain-Derived Neurotrophic Factor in Individuals with Incomplete Spinal Cord Injury.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	30998730	In silico analysis of the V66M variant of human BDNF in psychiatric disorders: An approach to precision medicine.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	7874171	Spinocerebellar ataxia type 5 in a family descended from the grandparents of President Lincoln maps to chromosome 11.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SPTBN2
Pubmed	7923606	Molecular cloning, expression, and chromosomal localization of two isoforms of the AE3 anion exchanger from human heart.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SLC4A3
Pubmed	18797348	Relationship of the Met allele of the brain-derived neurotrophic factor Val66Met polymorphism to memory after aneurysmal subarachnoid hemorrhage.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	10888597	Increased levels of apoptosis in the prefusion neural folds underlie the craniofacial disorder, Treacher Collins syndrome.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TCOF1
Pubmed	7909356	Oct-6: a regulator of keratinocyte gene expression in stratified squamous epithelia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	POU3F1
Pubmed	24295151	The thioredoxin reductase-1 inhibitor aurothioglucose attenuates lung injury and improves survival in a murine model of acute respiratory distress syndrome.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TXNRD1
Pubmed	3141919	A gene activated in mouse 3T3 cells by serum growth factors encodes a protein with "zinc finger" sequences.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EGR1
Pubmed	27345457	Interactions between the Coxiella burnetii parasitophorous vacuole and the endoplasmic reticulum involve the host protein ORP1L.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	OSBPL1A
Pubmed	19463996	Brain-derived neurotrophic factor is a regulator of human oocyte maturation and early embryo development.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	31036445	TRIF and MAVS signaling pathways regulate RAB27A induction and melanosome transfer by TLR3 signaling in human epidermal melanocytes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	RAB27A
Pubmed	16352696	BDNF-mediated enhancement of inflammation and injury in the aging heart.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	24308965	HSP27 phosphorylation modulates TRAIL-induced activation of Src-Akt/ERK signaling through interaction with ?-arrestin2.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	20164831	The expression of VGF is reduced in leukocytes of depressed patients and it is restored by effective antidepressant treatment.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	VGF
Pubmed	24908088	Protection of dopamine neurons by vibration training and up-regulation of brain-derived neurotrophic factor in a MPTP mouse model of Parkinson's disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	25896016	Suppressive effect of SATB1 on hepatic stellate cell activation and liver fibrosis in rats.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SATB1
Pubmed	29743473	Increased Expression of Holliday Junction-Recognizing Protein (HJURP) as an Independent Prognostic Biomarker in Advanced-Stage Serous Ovarian Carcinoma.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HJURP
Pubmed	30291936	The organophosphate pesticide methamidophos opens the blood-testis barrier and covalently binds to ZO-2 in mice.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TJP2
Pubmed	22574690	Long-lasting regulation of hippocampal Bdnf gene transcription after contextual fear conditioning.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	15795229	Mouse Sir2 homolog SIRT6 is a nuclear ADP-ribosyltransferase.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SIRT6
Pubmed	24394906	BDNF G196A (Val66Met) polymorphism associated with cognitive impairment in Parkinson's disease.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	21486106	A meta-analysis of circulating BDNF concentrations in anorexia nervosa.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	11719549	FIGQY phosphorylation defines discrete populations of L1 cell adhesion molecules at sites of cell-cell contact and in migrating neurons.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	NFASC
Pubmed	27599510	Neuropeptide cycloprolylglycine increases the levels of brain-derived neurotrophic factor in neuronal cells.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	19138673	Regulation and functional role of eEF1A2 in pancreatic carcinoma.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	EEF1A2
Pubmed	19447008	Autoantibodies and associated T-cell responses to determinants within the 831-860 region of the autoantigen IA-2 in Type 1 diabetes.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	PTPRN
Pubmed	1560021	The predicted translation product of a cardiac AE3 mRNA contains an N terminus distinct from that of the brain AE3 Cl-/HCO3- exchanger. Cloning of a cardiac AE3 cDNA, organization of the AE3 gene, and identification of an alternative transcription initiation site.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	SLC4A3
Pubmed	25908558	Agarose gel shift assay reveals that calreticulin favors substrates with a quaternary structure in solution.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CALR
Pubmed	16423552	Jun signalling in the epidermis: From developmental defects to psoriasis and skin tumors.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	JUND
Pubmed	12480185	Expression of OASIS, a CREB/ATF family transcription factor, in CNS lesion and its transcriptional activity.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	CREB3L1
Pubmed	23430614	G-protein-coupled receptor kinase interacting protein-1 mediates intima formation by regulating vascular smooth muscle proliferation, apoptosis, and migration.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	GIT1
Pubmed	20437543	Perry syndrome due to the DCTN1 G71R mutation: a distinctive levodopa responsive disorder with behavioral syndrome, vertical gaze palsy, and respiratory failure.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	DCTN1
Pubmed	29433570	Role of ATP-sensitive potassium channels on hypoxic pulmonary vasoconstriction in endotoxemia.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	KCNJ8
Pubmed	19931400	BDNF gene polymorphism (Val66Met) predicts amygdala and anterior hippocampus responses to emotional faces in anxious and depressed adolescents.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	BDNF
Pubmed	14975446	HSP25 overexpression attenuates oxidative stress-induced apoptosis: roles of ERK1/2 signaling and manganese superoxide dismutase.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	HSPB1
Pubmed	16858776	A unique subpopulation of Tbr1-expressing deep layer neurons in the developing cerebral cortex.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	TBR1
Pubmed	22897819	Association study of GIT1 gene with attention-deficit hyperactivity disorder in Brazilian children and adolescents.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	GIT1
Pubmed	22562657	A KCNJ8 mutation associated with early repolarization and atrial fibrillation.	Pubmed	4.204E-3	1.000E0	1.147E-2	1.186E-1	1	1	KCNJ8
